,병원명,명칭,분류,소분류,중분류,중복컬럼_1,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
66,의료법인나누리의료재단나누리병원,입원물품셋트,,,기타,,,"15,000",,,,1EA,Χ,Χ
67,의료법인나누리의료재단나누리병원,멸균생리식염키트90ml(대한),,,약제,,,"5,000",,,,,○,○
68,의료법인나누리의료재단나누리병원,조스타박스주(대상포진백신),,,약제,,,"180,000",,,,1EA,Χ,Χ
69,의료법인나누리의료재단나누리병원,floseal hemostatic matrix,,,수술재료대,,,"700,000",,,,ea,Χ,Χ
70,의료법인나누리의료재단나누리병원,리젠씰 3cc (6%),,,수술재료대,,,"2,500,000",,,,ea,Χ,Χ
71,의료법인나누리의료재단나누리병원,Prestige Cervical Disc System,,,수술재료대,,,"5,500,000",,,,ea,Χ,Χ
72,의료법인나누리의료재단나누리병원,Baguera-C,,,수술재료대,,,"5,500,000",,,,ea,Χ,Χ
73,의료법인나누리의료재단나누리병원,후시딘연고 10g,,,약제,,,"8,000",,,,1ea,Χ,Χ
74,의료법인나누리의료재단나누리병원,브리디온주2ml,,,약제,,,"200,000",,,,1ea,Χ,Χ
75,의료법인나누리의료재단나누리병원,Opsite Post-Op,,,처치재료대,,,"2,000","5,000",,,개당,Χ,Χ
76,의료법인나누리의료재단나누리병원,스폰고스탄 (지혈제),,,수술재료대,,,"30,000",,,,1개,Χ,Χ
77,의료법인나누리의료재단나누리병원,Dc Spine Wand Surgical Device System(cervical),,,수술재료대,,,"1,500,000",,,,1ea,Χ,Χ
78,의료법인나누리의료재단나누리병원,Allomatrix dr Bone Putty,,,수술재료대,,,"1,500,000",,,,1ea,Χ,Χ
79,의료법인나누리의료재단나누리병원,덱스메딘주,,,약제,,,"60,000",,,,1개,Χ,Χ
80,의료법인나누리의료재단나누리병원,각종 비타민 및 미네랄 주사제,,,약제,,,"1,000","16,000",,,각각,Χ,Χ
81,의료법인나누리의료재단나누리병원,비타민D 주사,,,약제,,,"50,000",,,,1회,Χ,Χ
82,의료법인나누리의료재단나누리병원,Demios 2.5cc,,,수술재료대,,,"950,000",,,,ea,Χ,Χ
83,의료법인나누리의료재단나누리병원,인플루엔자4가,,,약제,,,"30,000",,,,1개,Χ,Χ
84,의료법인나누리의료재단나누리병원,트레스탄캅셀,,,약제,,,500,,,,1캅셀,Χ,Χ
85,의료법인나누리의료재단나누리병원,아큐판주,,,약제,,,"4,000",,,,1vial,Χ,Χ
86,의료법인나누리의료재단나누리병원,타우로린주,,,약제,,,"70,000",,,,1병,Χ,Χ
87,의료법인나누리의료재단나누리병원,니트로푸라존 연고,,,약제,,,600,,,,1장,Χ,Χ
88,의료법인나누리의료재단나누리병원,프로즌겔스포츠롤(82g),,,약제,,,"15,000",,,,1개,Χ,Χ
89,의료법인나누리의료재단나누리병원,유박스B프리필주,,,약제,,,"20,000",,,,1회,Χ,Χ
90,의료법인나누리의료재단나누리병원,헤파비아주500ml (수액수기료포함),,,약제,,,"50,000",,,,1EA,Χ,Χ
91,의료법인나누리의료재단나누리병원,에이티피주,,,약제,,,"35,000",,,,1EA,Χ,Χ
92,의료법인나누리의료재단나누리병원,Demios 1cc,,,수술재료대,,,"450,000",,,,1EA,Χ,Χ
93,의료법인나누리의료재단나누리병원,카티필,,,수술재료대,,,"2,500,000",,,,1EA,Χ,Χ
94,의료법인나누리의료재단나누리병원,하이배리 3g,,,수술재료대,,,"450,000",,,,1ea,Χ,Χ
95,의료법인나누리의료재단나누리병원,Mobi-C With Plug & Fit,,,수술재료대,,,"5,500,000",,,,1EA,Χ,Χ
96,의료법인나누리의료재단나누리병원,프리베나13주,,,약제,,,"130,000",,,,1회,Χ,Χ
97,의료법인나누리의료재단나누리병원,Allomatrix 1cc,,,수술재료대,,,"880,000",,,,1EA,Χ,Χ
98,의료법인나누리의료재단나누리병원,Surgical pad,,,처치재료대,,,"3,000",,,,1회,Χ,Χ
99,의료법인나누리의료재단나누리병원,Coban,,,처치재료대,,,500,"4,500",,,1EA,Χ,Χ
100,의료법인나누리의료재단나누리병원,Allomatrix 5cc,,,수술재료대,,,"1,700,000",,,,1EA,Χ,Χ
101,의료법인나누리의료재단나누리병원,카티스템(무릎연골치료용 제대혈줄기세포),,,수술재료대,,,"7,000,000",,,,1병,Χ,Χ
102,의료법인나누리의료재단나누리병원,하이랙스주 1.3ml (레고켐),,,약제,,,"100,000",,,,1ea,Χ,Χ
103,의료법인나누리의료재단나누리병원,Fixing roll 2.5cmx10m,,,처치재료대,,,100,,,,1EA,Χ,Χ
104,의료법인나누리의료재단나누리병원,floseal hemostatic matrix,,,약제,,,"700,000",,,,1EA,Χ,Χ
105,의료법인나누리의료재단나누리병원,훼렉스주5ml/A,,,약제,,,"35,000",,,,1EA,Χ,Χ
106,의료법인나누리의료재단나누리병원,둘코락스에스정,,,약제,,,350,,,,1정,Χ,Χ
107,의료법인나누리의료재단나누리병원,프로즌겔,,,약제,,,"17,000",,,,1EA,Χ,Χ
108,의료법인나누리의료재단나누리병원,하이스탈,,,약제,,,110,,,,1EA,Χ,Χ
109,의료법인나누리의료재단나누리병원,카티젤겔 8.5g,,,약제,,,"10,000",,,,1회,Χ,Χ
110,의료법인나누리의료재단나누리병원,(3M) Soft cloth tape,,,처치재료대,,,150,200,,,inch,Χ,Χ
111,의료법인나누리의료재단나누리병원,그린픽스,,,처치재료대,,,"2,000",,,,장당,Χ,Χ
112,의료법인나누리의료재단나누리병원,Fora-B (Epidural Balloon Catheter),,,수술재료대,,,"1,300,000","1,300,000",,,1ea,Χ,Χ
113,의료법인나누리의료재단나누리병원,Allomatrix-tra 1cc,,,수술재료대,,,"450,000",,,,1개,Χ,Χ
114,의료법인나누리의료재단나누리병원,리젠씰 1cc (3%),,,수술재료대,,,"200,000",,,,1ea,Χ,Χ
115,의료법인나누리의료재단나누리병원,DBX(putty) 5cc,,,수술재료대,,,"1,700,000",,,,1EA,Χ,Χ
116,나누리수원병원,이베니티주 프리필드시린지,,,약제,,,"700,000",,052300111,,2020.03.02.,○,○
117,나누리수원병원,C-IDET 1Level+LDISQ-Cervical,,,수술,,,"2,500,000",,SZ083,,재료+행위료 포함,○,○
118,나누리수원병원,FIMS(CT Guide)-기타+보톡스주,,,이학요법료,,,"380,000",,MZ001,,,○,Χ
119,나누리수원병원,박티그라거즈15*20㎠(창상보호제),,,처치재료대,,,"7,000",,681800070,,2020.1.21.,Χ,Χ
120,나누리수원병원,페린젝트주10ml(500mg),,,약제,,,"250,000",,644913140,,2020.1.15.,○,Χ
121,나누리수원병원,C-IDET 1Level+LDISQ-Cervical,,,수술,,,"2,500,000",,SZ083,,재료+행위료 포함,○,○
122,나누리수원병원,FIMS(CT Guide)-기타+보톡스주,,,이학요법료,,,"380,000",,MZ001,,,○,Χ
123,나누리수원병원,ESWT10,,,이학요법료,,,"100,000",,SZ084,,,Χ,Χ
124,나누리수원병원,Endoscopic PEN(Lumbar) 2Level,,,기타,,,"1,000,000",,SZ631,,2level (재료대별도)  2019.11.05.,○,Χ
125,나누리수원병원,Endoscopic Epidural Neuroplasty,,,기타,,,"800,000",,SZ631,,1 level  (2019.11.05) 재료대별도,○,Χ
126,나누리수원병원,박티그라거즈15*20㎠(창상보호제),,,처치재료대,,,"7,000",,681800070,,2020.1.21.,Χ,Χ
127,나누리수원병원,Video guided catheter,,,치료재료,,,"1,000,000",,BJ4802ZO,,2019.11.5.,Χ,○
128,나누리수원병원,Kito Activator 3g,,,치료재료,,,"25,000",,BM5001LJ,,2019.10.28.,○,Χ
129,나누리수원병원,Surgi Chito(국소지혈용드레싱),,,처치재료대,,,"30,000",,BJ7002XF,,2019.8.19. 등록,Χ,○
130,나누리수원병원,Regenseal(리젠실) [601],,,치료재료,,,"1,000,000",,BM2601QQ,,,○,○
131,나누리수원병원,진료비 세부내역서(최초),,,증명료,,,,,,,1ea,Χ,Χ
132,나누리수원병원,진료비 세부내역서(추가 1부당),,,증명료,,,"2,000",,,,1ea,Χ,Χ
133,나누리수원병원,입퇴원확인서(기본 1부),,,증명료,,,"3,000",,,,1장,Χ,Χ
134,나누리수원병원,진료확인서(통원확인서),,,증명료,,,"3,000",,,,1장,Χ,Χ
135,나누리수원병원,"장기요양의사소견서(10% 의료급여,경감대상자)",,,증명료,,,"3,653",,,,1장,Χ,Χ
136,나누리수원병원,이베니티주 프리필드시린지,,,약제,,,"700,000",,052300111,,2020.03.02.,○,○
137,나누리수원병원,페린젝트주10ml(500mg),,,약제,,,"250,000",,644913140,,2020.1.15.,○,Χ
138,나누리수원병원,히로라인주1500 IU,,,약제,,,"90,000",,642304620,,히루니다제 대체입고 2019.11.18.,○,○
139,나누리수원병원,타이리콜주 100ml,,,약제,,,"15,000",,657806581,,2019.11.12.,○,Χ
140,나누리수원병원,부스트릭스 프리필드시린지(글락소)-DTP백신,,,약제,,,"40,000",,650001960,,,○,Χ
141,나누리수원병원,Admission bag (입원물품셋트),,,기타,,,"25,000",,,,1EA,Χ,Χ
142,나누리수원병원,특실서양식,,,식대,,,"15,000",,,,1끼,Χ,Χ
143,나누리수원병원,특실보호자식사,,,식대,,,"10,000",,,,1끼,Χ,Χ
144,나누리수원병원,보호자 일반식/끼,,,식대,,,"6,000",,,,1끼,Χ,Χ
145,나누리수원병원,환의-하의,,,기타,,,"15,000",,,,1벌,Χ,Χ
146,나누리수원병원,환의 상의,,,기타,,,"15,000",,,,1벌,Χ,Χ
147,나누리수원병원,BMI) 히루니다제주 1500 IU,,,약제,,,"90,000",,654801740,,1EA,○,○
148,나누리수원병원,대한멸균생리식염수 10ml(실린지),,,약제,,,"1,100",,645104511,,1ea,○,○
149,나누리수원병원,Regenseal [601],,,치료재료,,,"1,000,000",,BM2601QQ,,,○,○
150,나누리수원병원,덱스메딘주,,,약제,,,"60,000",,657805981,,,○,○
151,나누리수원병원,비타민D주사 (디삼비타주),,,약제,,,"50,000",,651601930,,,○,○
152,나누리수원병원,멸균생리식염키트 90ml(대한),,,약제,,,"5,000",,645104391,,,○,○
153,나누리수원병원,말린다주(히알우로니다제),,,약제,,,"45,000",,653102550,,,○,○
154,나누리수원병원,인보사케이주,,,약제,,,"5,900,000",,051300011,,1ea,Χ,Χ
155,나누리수원병원,독감백신 스카이셀플루4가 (SK케미칼),,,약제,,,"15,000","30,000",,,,○,Χ
156,나누리수원병원,프리베나13주 성인용(폐렴구균 백신),,,약제,,,"150,000",,646500900,,1개,○,Χ
157,나누리수원병원,진단서-부본,,,복사료,,,"1,000",,,,1장,Χ,Χ
158,나누리수원병원,공무원연금장애진단서 후유장애,,,증명료,,,"3,500",,,,1장,Χ,Χ
159,나누리수원병원,장애진단서(정신적장애),,,증명료,,,"40,000",,,,1장,Χ,Χ
160,나누리수원병원,후유장애진단서(부본),,,증명료,,,"1,000",,,,1장,Χ,Χ
161,나누리수원병원,"각종증명서(부본)-진료확인서, 통원확인서, 수술확인서",,,증명료,,,"1,000",,,,1장,Χ,Χ
162,나누리수원병원,"구급차 사용료 부가요금(의사,간호사,응급구조사동승)",,,증명료,,,"10,000",,,,1회,Χ,Χ
163,나누리수원병원,장애진단서(신체적장애),,,증명료,,,"15,000",,,,1장,Χ,Χ
164,나누리수원병원,장기요양의사소견서(일반 20%),,,증명료,,,"7,306",,,,1장,Χ,Χ
165,나누리수원병원,사후처치,,,증명료,,,"10,000",,,,1장,Χ,Χ
166,나누리수원병원,DVD Copy,,,복사료,,,"20,000",,,,1개,Χ,Χ
167,나누리수원병원,영문진단서-부본,,,증명료,,,"1,000",,,,1장,Χ,Χ
168,나누리수원병원,영문진단서,,,증명료,,,"20,000",,,,1회,Χ,Χ
169,나누리수원병원,향후치료비추정서(천만원 초과),,,증명료,,,"100,000",,,,1장,Χ,Χ
170,나누리수원병원,Chart copy(초과1장당),,,복사료,,,100,,,,1장,Χ,Χ
171,나누리수원병원,Chart copy(기본5매까지),,,복사료,,,"1,000",,,,5장,Χ,Χ
172,나누리수원병원,CD  Copy (1장),,,복사료,,,"10,000",,,,1장,Χ,Χ
173,나누리수원병원,요양급여신청서용진단서(최초),,,증명료,,,"17,000",,,,1장,Χ,Χ
174,나누리수원병원,요양비청구서확인,,,증명료,,,"4,000",,,,1장,Χ,Χ
175,나누리수원병원,진료확인서(생명보험회사양식),,,증명료,,,"50,000",,,,1장,Χ,Χ
176,나누리수원병원,후유장애진단서,,,증명료,,,"100,000",,,,1장,Χ,Χ
177,나누리수원병원,국민연금장애진단서,,,증명료,,,"15,000",,,,1장,Χ,Χ
178,나누리수원병원,상해진단서(3주이상),,,증명료,,,"150,000",,,,1장,Χ,Χ
179,나누리수원병원,상해진단서(3주 미만),,,증명료,,,"100,000",,,,1장,Χ,Χ
180,나누리수원병원,상해진단서(부본),,,증명료,,,"1,000",,,,1장,Χ,Χ
181,나누리수원병원,수술확인서,,,증명료,,,"3,000",,,,1장,Χ,Χ
182,나누리수원병원,입퇴원확인서(추가 1부당),,,증명료,,,"1,000",,,,1장,Χ,Χ
183,나누리수원병원,진단서-부본,,,증명료,,,"1,000",,,,1장,Χ,Χ
184,나누리수원병원,진단서-기본 1부,,,증명료,,,"20,000",,,,1회,Χ,Χ
185,나누리수원병원,향후치료비추정서(천만원 미만),,,증명료,,,"50,000",,,,1장,Χ,Χ
186,나누리수원병원,심야)구급차 사용료 추가요금(10km초과 1km당),,,증명료,,,960,,AY111020,,10km초과 1km당,Χ,Χ
187,나누리수원병원,구급차 사용료 추가요금(10km초과 1km당),,,증명료,,,800,,AY111,,10km초과 1km당,Χ,Χ
188,나누리수원병원,심야)구급차 사용료 기본요금(10km이내),,,증명료,,,"24,000",,AY110020,,10km이내,Χ,Χ
189,안산21세기병원,,,,,,,,,,환자 본인,,,
190,안산21세기병원,,,,,,,,,,"환자의 배우자, 직계 존속, 비속또는 배우자의 직계 존속(친족)",,,
191,안산21세기병원,,,,,,,,,,환자가 지정하는 대리인,,,
192,안산21세기병원,,,,,,,,,,환자가 사망한 경우,,,
193,안산21세기병원,,,,,,,,,,"환자가 의식불명 또는 의식불명은 아니지만중증의 질환, 부상으로 자필서명을 할 수 없는 경우",,,
194,안산21세기병원,,,,,,,,,,환자가 행방불명인 경우,,,
195,안산21세기병원,,,,,,,,,,환자가 의사무능력자의 경우,,,
196,안산21세기병원,,,,,,,,,,근로능력평가용진단서,,,
197,안산21세기병원,,,,,,,,,,동사무소용장애진단서,,,
198,안산21세기병원,,,,,,,,,,국민연금장애진단서,,,
199,안산21세기병원,,,,,,,,,,병사용진단서,,,
200,안산21세기병원,,,,,,,,,,상해진단서(3주이상),,,
201,안산21세기병원,,,,,,,,,,상해진단서(3주미만),,,
202,안산21세기병원,,,,,,,,,,소견서,,,
203,안산21세기병원,,,,,,,,,,입퇴원확인서,,,
204,안산21세기병원,,,,,,,,,,입퇴원확인서(사본),,,
205,안산21세기병원,,,,,,,,,,진료기록부복사(10매까지),,,
206,안산21세기병원,,,,,,,,,,진료기록부복사(10매이상 추가 1장당),,,
207,안산21세기병원,,,,,,,,,,진료확인서(보험사양식),,,
208,안산21세기병원,,,,,,,,,,통원확인서,,,
209,안산21세기병원,,,,,,,,,,진료의뢰서,,,
210,안산21세기병원,232 애니탈 삼중정-비급여(성인1일/3회/2정씩),,,,,500,0,0,650201670,,,,
211,안산21세기병원,액티피드정 60mg(삼일)-비급여,,,,,100,0,0,643900900,,,,
212,안산21세기병원,리큐어 현탁액 20g/1포(대원제약),,,,,2500,0,0,671805330,,,,
213,안산21세기병원,233 베아제정(대웅)-비급여/1회1정 투여,,,,,250,0,0,641601460,,,,
214,안산21세기병원,삐콤정(유한),,,,,100,0,0,642100700,,,,
215,안산21세기병원,둘코락스에스정(비급여)-베링거,,,,,1000,0,0,653501140,,,,
216,안산21세기병원,트레스탄캅셀-삼진,,,,,1000,0,0,647802340,,,,
217,안산21세기병원,트라우밀 정,,,,,1500,0,0,651300320,,,,
218,안산21세기병원,(원내만 가능) 실덤스카겔 15g,,,,,45000,0,0,BM5001ZD,,,,
219,안산21세기병원,마데카솔케어연고(동국),,,,,15000,0,0,653401640,,,,
220,안산21세기병원,이지에프새살연고 10g,,,,,30000,0,0,641604660,,,,
221,안산21세기병원,쎄레스톤지 크림15g(유한),,,,,4000,0,0,647501480,,,,
222,안산21세기병원,오라메디연고10 g(동국),,,,,10000,0,0,653400790,,,,
223,안산21세기병원,(332)spongostan 70*50*10-존슨앤존슨,,,,,80000,0,0,650800260,,,,
224,안산21세기병원,프록토세딜 연고15g-1회용(한독),,,,,5000,0,0,652101560,,,,
225,안산21세기병원,(721)옴니스캔주 15ml-MRI,,,,,100000,0,0,646300051,,,,
226,안산21세기병원,슈프라민주 250ml-영양제,,,,,50000,0,0,비급여,,,,
227,안산21세기병원,아미닉 200Ml-(한올),,,,,100000,0,0,655602770,,,,
228,안산21세기병원,유박스 B 프로필드주-간염예방접종,,,,,20000,0,0,668900920,,,,
229,안산21세기병원,하브릭스 1ml(A형간염백신),,,,,80000,0,0,650001800,,,,
230,안산21세기병원,노자임캡슐-비급여,,,,,1400,0,0,659900010,,,,
231,안산21세기병원,에티피에스주,,,,,25000,0,0,645905980,,,,
232,안산21세기병원,독감인플루엔자 4가 0.5ml(SK),,,,,30000,0,0,644704380,,,,
233,안산21세기병원,훼렉스 주사,,,,,50000,0,0,622801630,,,,
234,안산21세기병원,MYDERM,,,,,2100000,0,0,BST01079,,,,
235,안산21세기병원,조스타박스주(대상포진생바이러스백신),,,,,200000,0,0,655500900,,,,
236,안산21세기병원,프리베나 주13 -폐렴예방접종,,,,,150000,0,0,646500430,,,,
237,안산21세기병원,Neo Dermal Activator-백암,,,,,35000,0,0,BM5002RQ,,,,
238,안산21세기병원,말린다주(히알루로니다제),,,,,50000,0,0,653102550,,,,
239,안산21세기병원,(112)덱스메딘주 2ml,,,,,65000,0,0,657805981,,,,
240,안산21세기병원,Cd Copy,,,,,10000,0,0,,,,,
241,안산21세기병원,체외충격파(양측),이학요법료,,,,80000,0,0,SZ084,,양측,,
242,안산21세기병원,장해진단서,,,,,100000,0,0,,,,,
243,안산21세기병원,병무용진단서,,,,,20000,0,0,,,,,
244,안산21세기병원,병무용진단서-사본,,,,,1000,0,0,,,,,
245,안산21세기병원,상해진단서3주미만,,,,,50000,0,100000,,,,,
246,안산21세기병원,상해진단서3주이상,,,,,100000,0,150000,,,,,
247,안산21세기병원,"소견조회 등 회신-자보,산재",,,,,10000,0,0,,,,,
248,안산21세기병원,진료기록부 사본 6매이상(1장당),,,,,100,0,0,,,,,
249,안산21세기병원,상해진단서-사본,,,,,1000,0,0,,,,,
250,안산21세기병원,진료확인서-수술확인서,,,,,3000,0,3000,,,,,
251,안산21세기병원,장애진단서,,,,,15000,0,0,,,,,
252,안산21세기병원,장애진단서-동사무소 청구용,,,,,15000,0,0,,,,,
253,안산21세기병원,입원확인서,,,,,1000,0,0,,,,,
254,안산21세기병원,향후치료비추정서1000만원이상,,,,,100000,0,0,,,,,
255,안산21세기병원,향후치료비추정서1000만원미만,,,,,50000,0,0,,,,,
256,안산21세기병원,보험사서식소견서,,,,,10000,0,0,,,,,
257,안산21세기병원,국민연금장애심사용 진단서,,,,,10000,0,15000,,,,,
258,안산21세기병원,통원확인서,,,,,1000,0,3000,,,,,
259,안산21세기병원,"입,퇴원확인서-사본",,,,,1000,0,0,,,,,
260,안산21세기병원,진료확인서,,,,,1000,0,0,,,,,
261,안산21세기병원,진료비상세내역 요청-보험회사(10장),,,,,10000,0,0,,,,,
262,안산21세기병원,진료비상세내역 요청-보험회사 10장이후 장당,,,,,1000,0,0,,,,,
263,안산21세기병원,소견조회 등 회신,,,,,10000,0,0,,,,,
264,안산21세기병원,수술확인서(사본),,,,,1000,0,0,,,,,
265,안산21세기병원,후유장애진단서,,,,,100000,0,0,,,,,
266,안산21세기병원,후유장애진단서-사본,,,,,1000,0,0,,,,,
267,안산21세기병원,근로능력평가용진단서,,,,,10000,0,0,,,,,
268,안산21세기병원,일반진단서(부본),,,,,1000,0,0,,,,,
269,안산21세기병원,일반진단서,,,,,10000,0,20000,,,,,
270,안산21세기병원,PRODISC-L-SM,,,,,7500000,0,0,BF0005AT,,,,
271,안산21세기병원,진료기록부 사본 1-5매(1장당),,,,,1000,0,0,,,,,
272,안산21세기병원,영문 소견서,,,,,20000,0,0,,,,,
273,안산21세기병원,영문진단서,,,,,20000,0,0,,,,,
274,안산21세기병원,영문진단서-사본,,,,,1000,0,0,,,,,
275,안산21세기병원,장해진단서 부본,,,,,50000,0,0,,,,,
276,안산21세기병원,진료확인서(부본)-보험회사제출용,,,,,1000,0,0,,,,,
277,안산21세기병원,"일반진단서(보험사서식,장애진단표기시)",,,,,50000,0,0,,,,,
278,안산21세기병원,일반구급차 기본요금 -10km이내,,,,,30000,0,0,,,,,
279,안산21세기병원,일반구급차 기본요금 -10km초과 1km당 추가,,,,,1000,0,0,,,,,
280,안산21세기병원,Discocerv-SM(최대2 level 인정),,,,,5500000,0,0,BF0001DB,,,,
281,안산21세기병원,Loop Fixing-SM,,,,,1320000,0,0,BF0001IA,,,,
282,안산21세기병원,PRODISC-C -SM(최대2 level 인정),,,,,5500000,0,0,BF0004AT,,,,
283,안산21세기병원,Baguera- C -GS,,,,,5500000,0,0,BF0003GZ,,,,
284,안산21세기병원,Prolotheraphy(P)-사지관절,,,,,100000,0,0,MY142,,,,
285,안산21세기병원,Xgen Graft 1cc-H-one,,,,,650000,0,0,BC0105ED,,,,
286,안산21세기병원,Xgen Graft 3cc -H-one,,,,,1400000,0,0,BC0105ED,,,,
