병원코드,병원명,명칭,분류,소분류,중분류,중복컬럼_1,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
31206999,안산21세기병원,향후치료비추정서1000만원이상,,,,,100000,0,0,,,,,
31206999,안산21세기병원,향후치료비추정서1000만원미만,,,,,50000,0,0,,,,,
31206999,안산21세기병원,보험사서식소견서,,,,,10000,0,0,,,,,
31206999,안산21세기병원,국민연금장애심사용 진단서,,,,,10000,0,15000,,,,,
31206999,안산21세기병원,통원확인서,,,,,1000,0,3000,,,,,
31206999,안산21세기병원,"입,퇴원확인서-사본",,,,,1000,0,0,,,,,
31206999,안산21세기병원,진료확인서,,,,,1000,0,0,,,,,
31206999,안산21세기병원,진료비상세내역 요청-보험회사(10장),,,,,10000,0,0,,,,,
31206999,안산21세기병원,진료비상세내역 요청-보험회사 10장이후 장당,,,,,1000,0,0,,,,,
31206999,안산21세기병원,소견조회 등 회신,,,,,10000,0,0,,,,,
31206999,안산21세기병원,수술확인서(사본),,,,,1000,0,0,,,,,
31206999,안산21세기병원,후유장애진단서,,,,,100000,0,0,,,,,
31206999,안산21세기병원,후유장애진단서-사본,,,,,1000,0,0,,,,,
31206999,안산21세기병원,근로능력평가용진단서,,,,,10000,0,0,,,,,
31206999,안산21세기병원,일반진단서(부본),,,,,1000,0,0,,,,,
31206999,안산21세기병원,일반진단서,,,,,10000,0,20000,,,,,
31206999,안산21세기병원,PRODISC-L-SM,,,,,7500000,0,0,BF0005AT,,,,
31206999,안산21세기병원,진료기록부 사본 1-5매(1장당),,,,,1000,0,0,,,,,
31206999,안산21세기병원,영문 소견서,,,,,20000,0,0,,,,,
31206999,안산21세기병원,영문진단서,,,,,20000,0,0,,,,,
31206999,안산21세기병원,영문진단서-사본,,,,,1000,0,0,,,,,
31206999,안산21세기병원,장해진단서 부본,,,,,50000,0,0,,,,,
31206999,안산21세기병원,진료확인서(부본)-보험회사제출용,,,,,1000,0,0,,,,,
31206999,안산21세기병원,"일반진단서(보험사서식,장애진단표기시)",,,,,50000,0,0,,,,,
31206999,안산21세기병원,일반구급차 기본요금 -10km이내,,,,,30000,0,0,,,,,
31206999,안산21세기병원,일반구급차 기본요금 -10km초과 1km당 추가,,,,,1000,0,0,,,,,
31206999,안산21세기병원,Discocerv-SM(최대2 level 인정),,,,,5500000,0,0,BF0001DB,,,,
31206999,안산21세기병원,Loop Fixing-SM,,,,,1320000,0,0,BF0001IA,,,,
31206999,안산21세기병원,PRODISC-C -SM(최대2 level 인정),,,,,5500000,0,0,BF0004AT,,,,
31206999,안산21세기병원,Baguera- C -GS,,,,,5500000,0,0,BF0003GZ,,,,
31206999,안산21세기병원,Prolotheraphy(P)-사지관절,,,,,100000,0,0,MY142,,,,
31206999,안산21세기병원,Xgen Graft 1cc-H-one,,,,,650000,0,0,BC0105ED,,,,
31206999,안산21세기병원,Xgen Graft 3cc -H-one,,,,,1400000,0,0,BC0105ED,,,,
31206999,안산21세기병원,플로실-DS 메드텍,,,,,750000,0,0,646601400,,,,
31206999,안산21세기병원,Intraspine-SM,,,,,3800000,0,0,BF0401WQ,,,,
31206999,안산21세기병원,BMAC 2-미라,,,,,3000000,0,0,BL6051UM,,,,
31206999,안산21세기병원,Hylofast- 미라,,,,,2000000,0,0,BL6052UM,,,,
31206999,안산21세기병원,도수운동치료(2부위),이학요법료,,,,70000,0,0,MX122,,,,
31206999,안산21세기병원,전기수술기용 전극KJ400.KJ401.KJ402.KJ403-SM,,,,,1600000,0,0,BF0201OB,,,,
31206999,안산21세기병원,Osteosparx C 3cc (DBM)-태산,,,,,1500000,0,0,BC0103IE,,,,
31206999,안산21세기병원,Bio Eden Peek Cage III-한시적,,,,,400000,0,0,한시적,,,,
31206999,안산21세기병원,Hibarry-유착방지제,,,,,900000,0,0,BF0101VT,,,,
31206999,안산21세기병원,Eden Fuse DBM 3cc-케이텍,,,,,1500000,0,0,BC0107ED,,,,
31206999,안산21세기병원,Needleview CH-SM,,,,,2800000,0,0,BJ4803XU,,,,
31206999,안산21세기병원,Dermabond,창상보합용액상접착제,,,,120000,0,0,BB3004EE,,,,
31206999,안산21세기병원,젠타큐(GENTA Q),,,,,550000,0,0,BM5302VT,,,,
31206999,안산21세기병원,Demios 2.5cc- DBM,,,,,1500000,0,0,BC0101KJ,,,,
31206999,안산21세기병원,Pd-An(KJ401)-SM,,,,,1600000,0,0,BF0201OB,,,,
31206999,안산21세기병원,Eden Spinal Fixation System II Rod,,,,,150000,0,0,한시적,,,,
31206999,안산21세기병원,Bio BMP2 1cc-심플메드,,,,,1600000,0,0,BC0301BU,,,,
31206999,안산21세기병원,Osteosparx C 1cc (DBM)-태산,,,,,700000,0,0,BC0103IE,,,,
31206999,안산21세기병원,환의(상하),,,,,16500,0,0,비급여,,,,
31206999,안산21세기병원,Diced Mega Fill - ES,,,,,200000,0,0,BTT01022,,,,
31206999,안산21세기병원,Demios 1cc- DBM,,,,,700000,0,0,BC0101KJ,,,,
31206999,안산21세기병원,Cartifill - 연골조직수복용(이건메디칼),,,,,2500000,0,0,BM2621RA,,,,
31206999,안산21세기병원,INION S-1 Plate(새움메디텍),,,,,1100000,0,0,BF0701BP,,,,
31206999,안산21세기병원,Eden Spinal Fixation System II Screw,,,,,500000,0,0,한시적,,,,
31206999,안산21세기병원,Dermabond PRINEO,창상보합용액상접착제,,,,250000,0,0,BB3006EE,,,,
31206999,안산21세기병원,INION S-1 Screw(새움메디텍),,,,,600000,0,0,BF0801BP,,,,
31206999,안산21세기병원,Sure Fuse DBM 3cc,,,,,1500000,0,0,BC0103ED,,,,
31206999,안산21세기병원,Allocover Had-나노테크,,,,,2100000,0,0,BTS01114,,,,
31206999,안산21세기병원,Spinaut-SM,,,,,600000,0,0,BJ4801UN,,,,
31206999,안산21세기병원,Navicath Steerable Catheter,,,,,700000,0,0,BJ4801ZO,,,,
31206999,안산21세기병원,Fora-B-H-one,,,,,1400000,0,0,BJ4805RA,,,,
31206999,안산21세기병원,Cervical-St .Cox -SM,,,,,600000,0,0,BJ4802RA,,,,
31206999,안산21세기병원,소변기(남성용),,,,,5000,0,0,비급여,,,,
31206999,안산21세기병원,대변기(PVC),,,,,5000,0,0,비급여,,,,
31206999,안산21세기병원,Zetuvit E (15*20),,,,,8500,0,0,BM5003JK,,,,
31206999,안산21세기병원,Secuex,,,,,1500,0,0,BM5001GA,,,,
31206999,안산21세기병원,소프트칼라(Soft Collar),,,,,15000,0,0,20242,,,,
31206999,안산21세기병원,팔걸이(소아),,,,,3000,0,0,비급여,,,,
31206999,안산21세기병원,팔걸이(성인),,,,,5000,0,0,VM061,,,,
31206999,안산21세기병원,팔자 붕대 -보조기,,,,,20000,0,0,VM062,,,,
31206999,안산21세기병원,벨포밴드,,,,,35000,0,0,VM061,,,,
31206999,안산21세기병원,케어픽스-S,,,,,150000,0,0,BC1201NR,,,,
31206999,안산21세기병원,hot pack(대)-환자 갖고 감,,,,,25000,0,0,비급여,,,,
31206999,안산21세기병원,Ice Bag -환자 갖고 감,,,,,30000,0,0,비급여,,,,
31206999,안산21세기병원,filter syringe -심플메드,,,,,1000,0,0,BM1304VH,,,,
31206999,안산21세기병원,LMA Supreme -마취과,,,,,100000,0,0,BK4201QL,,,,
31206999,안산21세기병원,CEB ldeal Bandage(10cm*5m),,,,,50000,0,0,BK7101IK,,,,
31206999,안산21세기병원,New Opsite post -op 10*20cm,,,,,7500,0,0,BM5013CD,,,,
31206999,안산21세기병원,New Opsite post -op 10*25cm,,,,,7500,0,0,BM5013CD,,,,
31206999,안산21세기병원,New Opsite post -op 5*6.5cm,,,,,2500,0,0,BM5013CD,,,,
31206999,안산21세기병원,New Opsite post -op 8.5*9.5cm,,,,,4500,0,0,BM5013CD,,,,
31206999,안산21세기병원,New Opsite post -op 8.5*15.5cm,,,,,7500,0,0,BM5013CD,,,,
31206999,안산21세기병원,SUPERPORE (5*7),,,,,1000,0,0,BM5007BL,,,,
31206999,안산21세기병원,SUPERPORE (6*9),,,,,3000,0,0,BM5001BL,,,,
31206999,안산21세기병원,SUPERPORE (9*12),,,,,3500,0,0,BM5003BL,,,,
31206999,안산21세기병원,SUPERPORE (9*15),,,,,4000,0,0,BM5004BL,,,,
31206999,안산21세기병원,SUPERPORE(9*20),,,,,5000,0,0,BM5005BL,,,,
31206999,안산21세기병원,SUPERPORE(9*25),,,,,6000,0,0,BM5006BL,,,,
31206999,안산21세기병원,SUPERPORE (9*30),,,,,8000,0,0,BM5008BL,,,,
31206999,안산21세기병원,SUPERPORE (9*35),,,,,9000,0,0,BM5009BL,,,,
31206999,안산21세기병원,SUPERPORE (9*9),,,,,3000,0,0,BM5002BL,,,,
31206999,안산21세기병원,체내형범용 프로브,,,,,100000,0,0,BL9001BY,,,,
31206999,안산21세기병원,Dressing Kit,,,,,2000,0,0,BM5101WI,,,,
31206999,안산21세기병원,NAFIX PLUS IV,,,,,6000,0,0,BJ1002PL,,,,
31206999,안산21세기병원,NAFIX Foly Guard(전규격),,,,,10000,0,0,BJ1004PL,,,,
31206999,안산21세기병원,Colar Cast Shoes,,,,,12000,0,0,VM070,,,,
31206999,안산21세기병원,Setect Pad (10*10),,,,,8000,0,0,BM5026HF,,,,
31206999,안산21세기병원,Setect Pad (10*20),,,,,12000,0,0,BM5026HF,,,,
31206999,안산21세기병원,Smart H.C band(compression band),,,,,200000,0,0,BK7101WS,,,,
31206999,안산21세기병원,3M SOFT CLOTH TAPE(10*10),,,,,3000,0,0,BM5101LX,,,,
31206999,안산21세기병원,3M SOFT CLOTH TAPE (15*10),,,,,6000,0,0,BM5101LX,,,,
31206999,안산21세기병원,Silicone tape(E-tube 고정용),,,,,25000,0,0,BM2001LG,,,,
31206999,안산21세기병원,wrist brace,,,,,30000,0,0,BC1211UZ,,,,
31206999,안산21세기병원,Thumb+ wrist Brace,,,,,50000,0,0,BC1208RE,,,,
31206999,안산21세기병원,Thumb Brace,,,,,40000,0,0,BC1213UZ,,,,
31206999,안산21세기병원,EZ Rap Brace,,,,,100000,0,0,BC1215HT,,,,
31206999,안산21세기병원,knee brace,,,,,50000,0,0,보조기,,,,
31206999,안산21세기병원,knee MCL brace,,,,,200000,0,0,BC1002SI,,,,
31206999,안산21세기병원,immobilize knee-splint (무릎 고정),,,,,200000,0,0,BC1010PR,,,,
31206999,안산21세기병원,ankle brace,,,,,30000,0,0,BC1212UZ,,,,
31206999,안산21세기병원,"등, 허리, 엉치뼈보조기(Iso식 jacket)",,,,,300000,0,0,보조기,,,,
31206999,안산21세기병원,philadelpia brace,,,,,70000,0,0,20244,,,,
31206999,안산21세기병원,카티젤8.5g (금청),,,,,10000,0,0,684900011,,,,
31206999,안산21세기병원,Steri-Strip(3M)-1장,,,,,3000,0,0,BM5003EM,,,,
31206999,안산21세기병원,Top Probe,,,,,100000,0,0,BL9001WG,,,,
31206999,안산21세기병원,Silicone tape roll (1cut),,,,,5000,0,0,BM2001LG,,,,
31206999,안산21세기병원,X-LITE(open finger cast),,,,,15000,0,0,BM2001TM,,,,
31206999,안산21세기병원,제일콜레칼시페롤주,,,,,40000,0,0,645404681,,,,
31206999,안산21세기병원,2인실 실료차,상급병실료차액,,,,80000,0,0,,,,,
31206999,안산21세기병원,3인실 실료차,상급병실료차액,,,,40000,0,0,,,,,
31206999,안산21세기병원,혈소판 응집능검사-TRAP,검체검사료,,,,50000,0,0,BZ078,,,,
31206999,안산21세기병원,TBPE 정성-마약검사,검체검사료,,,,10000,0,0,,,,,
31206999,안산21세기병원,인플루엔자  A.B 바이러스검사(현장검사),검체검사료,,,,30000,0,0,CZ394,,,,
31206999,안산21세기병원,HCG정성(본인)-비급여,검체검사료,,,,6000,0,0,,,,,
31206999,안산21세기병원,TSH stimulating AB***비급여,검체검사료,,,,85000,0,0,CZ213,,,,
31206999,안산21세기병원,항CCP항체,검체검사료,,,,50000,0,0,,,,,
31206999,안산21세기병원,Glycoalbumin(GA),검체검사료,,,,25000,0,0,CZ241,,,,
31206999,안산21세기병원,병리조직(Block)-환자갖고감,검체검사료,,,,36400,0,0,C5916,,,,
31206999,안산21세기병원,Cytology slide 대여,검체검사료,,,,36400,0,0,C5916,,,,
31206999,안산21세기병원,조직 Slide(Stained)-환자 갖고 감,검체검사료,,,,27040,0,0,C5520,,,,
31206999,안산21세기병원,조직 Slide(Unstained)-환자 갖고 감,검체검사료,,,,27040,0,0,C5520,,,,
31206999,안산21세기병원,동작분석 역동 근전도(Dynamic EMG),기능검사료,,,,100000,0,0,EZ773,,,,
31206999,안산21세기병원,통증 역치검사,기능검사료,,,,100000,0,0,FY884,,,,
31206999,안산21세기병원,동적 족저압측정,기능검사료,,,,100000,0,0,EZ777,,,,
31206999,안산21세기병원,DITI (전신),기능검사료,,,,400000,0,0,EZ776,,,,
31206999,안산21세기병원,DITI -Cervical,기능검사료,,,,200000,0,0,EZ777,,,,
31206999,안산21세기병원,DITI -Lumbar,기능검사료,,,,200000,0,0,EZ778,,,,
31206999,안산21세기병원,Post op DITI -Lumbar,기능검사료,,,,200000,0,0,EZ779,,,,
31206999,안산21세기병원,Post Op DITI -Cervical,기능검사료,,,,200000,0,0,EZ780,,,,
31206999,안산21세기병원,Pulse Wave Velocity(맥파전달 속도 검사),기능검사료,,,,100000,0,0,EZ868,,,,
31206999,안산21세기병원,수면내시경-위+대장,진정내시경 환자관리표,,,,100000,0,0,,,,,
31206999,안산21세기병원,수면내시경(위)-비급여,진정내시경 환자관리표,,,,50000,0,0,,,,,
31206999,안산21세기병원,수면내시경-대장,진정내시경 환자관리표,,,,70000,0,0,,,,,
31206999,안산21세기병원,Ultrasonography-One Point 단순초음파(Ⅰ),초음파검사료,,,,50000,0,0,EB401,,,,
31206999,안산21세기병원,Ultrasonography-Simple 단순초음파(Ⅱ),초음파검사료,,,,100000,0,0,EB402,,,,
31206999,안산21세기병원,Ultrasonography-경부 초음파(갑상선·부갑상선),초음파검사료,,,,90000,0,0,EB414,,,,
31206999,안산21세기병원,Ultrasonography-(f/u) 제한적 경부초음파,초음파검사료,,,,90000,0,0,EB414001,,,,
31206999,안산21세기병원,"Ultrasonography-경부 초음파(갑상선,부갑상선 제외)",초음파검사료,,,,90000,0,0,EB415,,,,
31206999,안산21세기병원,Ultrasonography-흉부초음파(유방·액와부 제외),초음파검사료,,,,100000,0,0,EB422,,,,
31206999,안산21세기병원,Echocardiography-심장 초음파(일반),초음파검사료,,,,170000,0,0,EB432,,,,
31206999,안산21세기병원,Ultrasonography-복부(간·담낭·담도·비장·췌장),초음파검사료,,,,100000,0,0,EB441,,,,
31206999,안산21세기병원,Ultrasono-(f/u) 제한적 복부 초음파,초음파검사료,,,,100000,0,0,EB441001,,,,
31206999,안산21세기병원,Ultrasonography-복부초음파(충수),초음파검사료,,,,100000,0,0,EB443,,,,
31206999,안산21세기병원,Ultrasonography-비뇨기계 초음파(신장·부신·방광),초음파검사료,,,,100000,0,0,EB448,,,,
31206999,안산21세기병원,Ultrasonography-(f/u) 제한적 비뇨기계 초음파,초음파검사료,,,,100000,0,0,EB448001,,,,
31206999,안산21세기병원,Ultrasonography-비뇨기계 초음파(신장·부신),초음파검사료,,,,100000,0,0,EB449,,,,
31206999,안산21세기병원,Ultrasonography-비뇨기계 초음파(방광),초음파검사료,,,,100000,0,0,EB450,,,,
31206999,안산21세기병원,Ultrasonography-관절 초음파-손가락(편측),초음파검사료,,,,90000,0,0,EB461,,,,
31206999,안산21세기병원,Ultrasonography-관절 초음파-발가락(편측),초음파검사료,,,,90000,0,0,EB462,,,,
31206999,안산21세기병원,Ultrasonography-주관절 초음파(편측),초음파검사료,,,,90000,0,0,EB463,,,,
31206999,안산21세기병원,Ultrasonography-슬관절 초음파(편측),초음파검사료,,,,90000,0,0,EB464,,,,
31206999,안산21세기병원,Ultrasonography-고관절 초음파(편측),초음파검사료,,,,90000,0,0,EB465,,,,
31206999,안산21세기병원,Ultrasonography-견관절 초음파(편측),초음파검사료,,,,90000,0,0,EB466,,,,
31206999,안산21세기병원,Ultrasonography-손목관절 초음파(편측),초음파검사료,,,,90000,0,0,EB467,,,,
31206999,안산21세기병원,Ultrasonography-발목관절 초음파(편측),초음파검사료,,,,90000,0,0,EB468,,,,
31206999,안산21세기병원,Ultrasonography-연부조직 초음파,초음파검사료,,,,50000,0,0,EB470,,,,
31206999,안산21세기병원,trans cranial doppler(TCD)-Brain + Arm,초음파검사료,,,,300000,0,0,EB481,,,,
31206999,안산21세기병원,trans cranial doppler(TCD)-Brain+ Leg,초음파검사료,,,,300000,0,0,EB481,,,,
31206999,안산21세기병원,Ultrasonography-경동맥(Carotid) 초음파,초음파검사료,,,,170000,0,0,EB482,,,,
31206999,안산21세기병원,Doppler Ultrasonography-하지 정맥류 검사 (양측),초음파검사료,,,,200000,0,0,EB489,,,,
31206999,안산21세기병원,Doppler Ultrasonography-하지 정맥류 검사 (편측),초음파검사료,,,,140000,0,0,EB489,,,,
31206999,안산21세기병원,Ultrasonography-유도초음파(Ⅱ),초음파검사료,,,,100000,0,0,EB562,,,,
31206999,안산21세기병원,Ultrasonography-수술/마취 초음파,초음파검사료,,,,100000,0,0,EZ985,,,,
31206999,안산21세기병원,MRI Brain,자기공명영상진단료,,,,450000,0,0,HE101,,,,
31206999,안산21세기병원,MRI C-Spine,자기공명영상진단료,,,,430000,300000,430000,HE109,,,,
31206999,안산21세기병원,MRI T-Spine,자기공명영상진단료,,,,430000,300000,430000,HE110,,,,
31206999,안산21세기병원,MRI L-Spine,자기공명영상진단료,,,,430000,300000,430000,HE111,,,,
31206999,안산21세기병원,MRI Whole Spine,자기공명영상진단료,,,,900000,0,0,비급여,,,,
31206999,안산21세기병원,MRI Shoulder,자기공명영상진단료,,,,430000,430000,600000,HE115,,,,
31206999,안산21세기병원,MRI Elbow,자기공명영상진단료,,,,430000,430000,600000,HE116,,,,
31206999,안산21세기병원,MRI Wrist & Hand,자기공명영상진단료,,,,430000,430000,600000,HE117,,,,
31206999,안산21세기병원,MRI Hip,자기공명영상진단료,,,,430000,430000,600000,HE118,,Both+(60만원),,
31206999,안산21세기병원,MRI Knee,자기공명영상진단료,,,,430000,430000,600000,HE120,,,,
31206999,안산21세기병원,MRI Ankle & Foot,자기공명영상진단료,,,,430000,430000,600000,HE121,,,,
31206999,안산21세기병원,MRI Long Bone Upper Extremity,자기공명영상진단료,,,,430000,430000,600000,HE122,,,,
31206999,안산21세기병원,MRI Long Bone Lower Extremity,자기공명영상진단료,,,,430000,430000,600000,HE123,,,,
31206999,안산21세기병원,MRI Abdomen,자기공명영상진단료,,,,450000,0,0,HE127,,,,
31206999,안산21세기병원,MRI Pelvic,자기공명영상진단료,,,,430000,430000,430000,HE128,,,,
31206999,안산21세기병원,MRI Brain 조영촬영,자기공명영상진단료,,,,550000,0,0,HE201,,,조영제포함,
31206999,안산21세기병원,Blue DBM Wedge,,,,,1850000,0,0,BC0104QT,,,,
31206999,안산21세기병원,삼진타우로린주사2% 250ml,,,,,120000,0,0,647801080,,,,
31206999,안산21세기병원,FELIX-L PLIF CAGE,,,,,400000,0,0,felex-l,,,,
31206999,안산21세기병원,MRI 흉 & 복부 조영촬영,자기공명영상진단료,,,,570000,450000,570000,HE227,,,,
31206999,안산21세기병원,MRI Pelvic 조영촬영,자기공명영상진단료,,,,530000,0,0,HE228,,,조영제포함,
31206999,안산21세기병원,Brain MRI 외부병원필름판독료,자기공명영상진단료,,,,50000,0,0,HE101001,,,,
31206999,안산21세기병원,Brain MRA 외부병원필름판독료,자기공명영상진단료,,,,50000,0,0,HE135001,,,,
31206999,안산21세기병원,Shoulder MRI 외부병원필름판독료,자기공명영상진단료,,,,50000,0,0,HE115001,,,,
31206999,안산21세기병원,Knee MRI 외부병원필름판독료,자기공명영상진단료,,,,50000,0,0,HE120001,,,,
31206999,안산21세기병원,Foot MRI 외부병원필름판독료,자기공명영상진단료,,,,50000,0,0,HE121001,,,,
31206999,안산21세기병원,MRI 외부검사판독,자기공명영상진단료,,,,50000,0,0,비급여,,,,
31206999,안산21세기병원,도수치료(교정)-1일당,이학요법료,,,,80000,0,0,MX122,,,,
31206999,안산21세기병원,U/S-TCD(Leg),초음파검사료,,,,150000,0,0,EB487,,,,
31206999,안산21세기병원,유밴드(전규격)-성우,,,,,40000,0,0,bc1200it,,,,
31206999,안산21세기병원,채용검진 (B형간염포함),검진,,,,40000,0,0,AA300,,,,
31206999,안산21세기병원,비침습적 무통증 신호요법,이학요법료,,,,100000,0,0,MZ012,,,,
31206999,안산21세기병원,도수치료(입원)-1일당,이학요법료,,,,70000,0,0,MX122,,,,
31206999,안산21세기병원,도수치료(외래)-1일당,이학요법료,,,,70000,0,0,MX122,,,,
31206999,안산21세기병원,도수운동치료(1부위),이학요법료,,,,35000,0,0,MX122,,,,
31206999,안산21세기병원,U/S-TCD(Arm),초음파검사료,,,,150000,0,0,EB484,,,,
31206999,안산21세기병원,Multi-Fix Easy Band(전규격),,,,,40000,0,0,BK7103AS,,,,
31206999,안산21세기병원,자기유래배양피부이식술,처치 및 수술료,,,,2250000,0,0,SZ032,,,,
31206999,안산21세기병원,C-PEN,처치 및 수술료,,,,1600000,1500000,1600000,SZ634,,KMEC+Cervical+St+Cox,,재료대포함
31206999,안산21세기병원,L-PEN,처치 및 수술료,,,,1500000,0,0,SZ634,,Spinaut,,재료대포함
31206999,안산21세기병원,C-IDET (1level),처치 및 수술료,,,,1250000,0,0,SZ083,,,,
31206999,안산21세기병원,C-IDET (2level),처치 및 수술료,,,,1750000,0,0,SZ083,,,,
31206999,안산21세기병원,T-IDET,처치 및 수술료,,,,1250000,0,0,SZ083,,,,
31206999,안산21세기병원,L-IDET (1level),처치 및 수술료,,,,2850000,0,0,SZ083,,일회용발조절식전기수술기용전극,,재료대포함
31206999,안산21세기병원,L-IDET (2level),처치 및 수술료,,,,3600000,0,0,SZ083,,일회용발조절식전기수술기용전극,,재료대포함
31206999,안산21세기병원,L-IDET (3level),처치 및 수술료,,,,4100000,0,0,SZ083,,일회용발조절식전기수술기용전극,,재료대포함
31206999,안산21세기병원,경피적풍선확장 경막외강 신경성형,처치 및 수술료,,,,2500000,0,0,SZ641,,Fora-B,,재료대포함
31206999,안산21세기병원,Prolotheraphy(P)-사지관절,처치 및 수술료,,,,100000,0,0,MY142,,,,
31206999,안산21세기병원,EEN,처치 및 수술료,,,,3800000,0,0,SZ631,,Needleview+CH-SM,,재료대포함
31206999,안산21세기병원,EEN2,처치 및 수술료,,,,4300000,0,0,SZ631,,Needleview+CH,,재료대포함
31206999,안산21세기병원,EEN3,처치 및 수술료,,,,4800000,0,0,SZ631,,Needleview+CH,,재료대포함
31206999,안산21세기병원,연골결손환자에서의 자가골수 줄기세포치료술,처치 및 수술료,,,,1200000,0,0,SZ085,,,,
31206999,안산21세기병원,보호자식대,식대,,,,6000,0,0,,,,,
31206999,안산21세기병원,환자식대-외래치료실 환자용,식대,,,,6000,0,0,,,,,
31206999,안산21세기병원,공기밥 추가,식대,,,,1000,0,0,,,,,
31206999,안산21세기병원,Regenwel 3.5g,,,,,500000,0,0,BM5305BH,,,,
31206999,안산21세기병원,장애진단서-사본,,,,,1000,0,0,,,,,
31206999,안산21세기병원,국민연금장애심사용 진단서-사본,,,,,1000,0,0,,,,,
31206999,안산21세기병원,입퇴원확인서-퇴원시무료,,,,,0,0,3000,,,,,
31206999,안산21세기병원,상해기여도확인서,,,,,10000,0,0,,,,,
31206999,안산21세기병원,Hiper Pore- 5*7.5cm,,,,,2500,0,0,BM5001SO,,,,
31206999,안산21세기병원,Hiper Pore- 7.5*10cm,,,,,4500,0,0,BM5001SO,,,,
31206999,안산21세기병원,Hiper Pore- 9*15cm,,,,,7500,0,0,BM5001SO,,,,
