,병원코드,병원명,명칭,분류,소분류,중분류,중복컬럼_1,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
52,11206616,목동힘찬병원,,,진료기록사본,제증명,,,"1,000","1,000",PDZ110001,상해진단서사본,,,
53,11206616,목동힘찬병원,,,제증명서 사본,제증명,,,"1,000","1,000",PDZ160000,상해진단서추가당,,,
54,11206616,목동힘찬병원,,,제증명서 사본,제증명,,,"1,000","1,000",PDZ160000,영문진단및소견서추가당,,,
55,11206616,목동힘찬병원,,,영문진단서,제증명,,,"20,000","20,000",PDE010001,영문진단서,,,
56,11206616,목동힘찬병원,,,진료기록사본,제증명,,,"1,000","1,000",PDZ110101,의무기록사본(1~5매),,,
57,11206616,목동힘찬병원,,,제증명수수료,제증명,,,100,100,PDZ110102,의무기록사본(6매이상),,,
58,11206616,목동힘찬병원,,,제증명서 사본,제증명,,,"1,000","1,000",PDZ160000,일반건강진단서추가당,,,
59,11206616,목동힘찬병원,,,진단서,제증명,,,"15,000","15,000",PDZ010000,일반진단서,,,
60,11206616,목동힘찬병원,,,제증명서 사본,제증명,,,"1,000","1,000",PDZ160000,일반진단서1매추가당,,,
61,11206616,목동힘찬병원,,,제증명서 사본,제증명,,,"1,000","1,000",PDZ160000,"입원.통원,진료 치료확인서추가당",,,
62,11206616,목동힘찬병원,,,확인서,제증명,,,"1,000","1,000",PDZ090002,입퇴원확인서,,,
63,11206616,목동힘찬병원,,,장애진단서,제증명,,,"15,000","15,000",PDZ070001,장애진단서,,,
64,11206616,목동힘찬병원,,,제증명서 사본,제증명,,,"1,000","1,000",PDZ160000,장해진단서추가당,,,
65,11206616,목동힘찬병원,,,채용신체 검사서,제증명,,,"30,000","30,000",PDZ010003,채용신검,,,
66,11206616,목동힘찬병원,,,확인서,제증명,,,"3,000","3,000",PDZ090004,"통원,치료, 진료 확인서",,,
67,11206616,목동힘찬병원,,,제증명서 사본,제증명,,,"1,000","1,000",PDZ160000,향후치료비추정서추가당,,,
68,11206616,목동힘찬병원,,,향후진료비추정서,제증명,,,"50,000","50,000",PDZ140001,향후치료추정서(1000만미만),,,
69,11206616,목동힘찬병원,,,향후진료비추정서,제증명,,,"100,000","100,000",PDZ140002,향후치료추정서(1000만이상),,,
70,11206616,목동힘찬병원,,,장애진단서,제증명,,,"100,000","100,000",PDZ070003,후유장애진단서,,,
71,11206616,목동힘찬병원,,,제증명서 사본,제증명,,,"1,000","1,000",PDZ160000,후유장애진단서추가당,,,
72,11206616,목동힘찬병원,,,,실료차,,,"300,000","300,000",ABZ020001,실료차(1인실),,,
73,11206616,목동힘찬병원,,,체온열검사료,검사,,,"100,000","100,000",EZ7760002,D.I.T.I (적외선체열촬영) - Racz,,,
74,11206616,목동힘찬병원,,,체온열검사료,검사,,,"200,000","200,000",EZ7760002,D.I.T.I (적외선체열촬영) - 상지,,,
75,11206616,목동힘찬병원,,,체온열검사료,검사,,,"200,000","200,000",EZ7760002,D.I.T.I (적외선체열촬영) - 하지,,,
76,11206616,목동힘찬병원,,,체온열검사료,검사,,,"300,000","300,000",EZ7760001,D.I.T.I (적외선체열촬영) 전신,,,
77,11206616,목동힘찬병원,,,진정내시경 환자관리료,검사,,,"100,000","100,000",EA0030000,대장수면내시경검사-환자관리,,,
78,11206616,목동힘찬병원,,,동맥경화도검사(맥파전달속도측정),검사,,,"100,000","100,000",EZ8680000,동맥경화도 검사,,,
79,11206616,목동힘찬병원,,,진정내시경 환자관리료,검사,,,"80,000","80,000",EA0020000,위장수면내시경검사-환자관리,,,
80,11206616,목동힘찬병원,,,인플루엔자 A?B 바이러스 항원검사〔현장검사〕,검사,,,"30,000","30,000",CZ3940000,인플루엔자 A·B 바이러스항원검사 [현장검사],,,
81,11206616,목동힘찬병원,,,"근골격, 연부-관절초음파",초음파,,,"140,000","140,000",EB4680000,Ankle sono,,,
82,11206616,목동힘찬병원,,,복부-복부 초음파,초음파,,,"100,000","100,000",EB4430001,Appendix sono,,,
83,11206616,목동힘찬병원,,,"근골격, 연부-연부조직 초음파",초음파,,,"100,000","100,000",EB4710000,Back sono,,,
84,11206616,목동힘찬병원,,,"근골격, 연부-관절초음파",초음파,,,"90,000","90,000",EB4660000,Basic shoulder sono,,,
85,11206616,목동힘찬병원,,,"근골격, 연부-연부조직 초음파",초음파,,,"50,000","50,000",EB4710000,Basic upper ext sono,,,
86,11206616,목동힘찬병원,,,복부-비뇨기계 초음파,초음파,,,"100,000","100,000",EB4500001,bladder sono,,,
87,11206616,목동힘찬병원,,,사지혈관 도플러 초음파/하지-정맥,초음파,,,"280,000","280,000",EB4880000,Both Lower Extremity Doppler (Venous),,,
88,11206616,목동힘찬병원,,,사지혈관 도플러 초음파/하지-동맥,초음파,,,"280,000","280,000",EB4870000,Both Lower Extremity Doppler sono (Aterial),,,
89,11206616,목동힘찬병원,,,유방,초음파,,,"110,000","110,000",EB4210000,Breast Routine sono,,,
90,11206616,목동힘찬병원,,,"근골격, 연부-연부조직 초음파",초음파,,,"100,000","100,000",EB4710000,Buttock sono,,,
91,11206616,목동힘찬병원,,,두개외 혈관 도풀러 초음파(경동맥),초음파,,,"180,000","180,000",EB4820000,Carotid Doppler sono,,,
92,11206616,목동힘찬병원,,,"흉부-유방,액와부 제외한 흉부 초음파",초음파,,,"100,000","100,000",EB4220000,Chest wall sono,,,
93,11206616,목동힘찬병원,,,심장-경흉부 심초음파/일반,초음파,,,"240,000","240,000",EB4320000,ECHO-Doppler,,,
94,11206616,목동힘찬병원,,,"근골격, 연부-관절초음파",초음파,,,"140,000","140,000",EB4630000,Elbow sono,,,
95,11206616,목동힘찬병원,,,"근골격, 연부-연부조직 초음파",초음파,,,"140,000","140,000",EB4710000,Extremity sono,,,
96,11206616,목동힘찬병원,,,"근골격, 연부-연부조직 초음파",초음파,,,"100,000","100,000",EB4710000,Face sono,,,
97,11206616,목동힘찬병원,,,"근골격, 연부-연부조직 초음파",초음파,,,"140,000","140,000",EB4620000,Foot sono,,,
98,11206616,목동힘찬병원,,,"근골격, 연부-연부조직 초음파",초음파,,,"140,000","140,000",EB4710000,Forearm sono,,,
99,11206616,목동힘찬병원,,,"근골격, 연부-연부조직 초음파",초음파,,,"140,000","140,000",EB4610000,Hand sono,,,
100,11206616,목동힘찬병원,,,"근골격, 연부-관절초음파",초음파,,,"140,000","140,000",EB4650000,Hip  sono,,,
101,11206616,목동힘찬병원,,,복부-복부 초음파,초음파,,,"120,000","120,000",EB4450001,Inguinal region sono,,,
102,11206616,목동힘찬병원,,,복부-비뇨기계 초음파,초음파,,,"150,000","150,000",EB4490001,"Kidney,Adrenal Gland sono",,,
103,11206616,목동힘찬병원,,,복부-비뇨기계 초음파,초음파,,,"150,000","150,000",EB4480001,"kidney,bladder,adrenal gland sono",,,
104,11206616,목동힘찬병원,,,"근골격, 연부-관절초음파",초음파,,,"140,000","140,000",EB4640000,Knee sono,,,
105,11206616,목동힘찬병원,,,"근골격, 연부-연부조직 초음파",초음파,,,"140,000","140,000",EB4710000,Lower leg sono,,,
106,11206616,목동힘찬병원,,,두경부-경부 초음파,초음파,,,"120,000","120,000",EB4150000,Neck Routine sono,,,
107,11206616,목동힘찬병원,,,복부-복부 초음파,초음파,,,"120,000","120,000",EB4460001,Rectum-Anus sono,,,
108,11206616,목동힘찬병원,,,사지혈관 도플러 초음파/하지-동맥,초음파,,,"180,000","180,000",EB4870000,Rt(Lt) Lower Extremity Doppler sono (Arterial),,,
109,11206616,목동힘찬병원,,,사지혈관 도플러 초음파/하지-정맥,초음파,,,"170,000","170,000",EB4880000,Rt(Lt) Lower Extremity Doppler sono (Venous),,,
110,11206616,목동힘찬병원,,,사지혈관 도플러 초음파/상지-동맥,초음파,,,"180,000","180,000",EB4840000,Rt(Lt)Upper Extremity Doppler sono,,,
111,11206616,목동힘찬병원,,,복부-남성생식기 초음파,초음파,,,"100,000","100,000",EB4540000,Scrotum sono 60,,,
112,11206616,목동힘찬병원,,,"근골격, 연부-관절초음파",초음파,,,"140,000","140,000",EB4660000,Shoulder sono,,,
113,11206616,목동힘찬병원,,,복부-복부 초음파,초음파,,,"120,000","120,000",EB4440001,Small Bowel.Colon sono,,,
114,11206616,목동힘찬병원,,,"근골격, 연부-연부조직 초음파",초음파,,,"140,000","140,000",EB4710000,Thigh sono,,,
115,11206616,목동힘찬병원,,,경부초음파,초음파,,,"120,000","120,000",EB4140000,Thyroid Gland sono,,,
116,11206616,목동힘찬병원,,,"근골격, 연부-연부조직 초음파",초음파,,,"140,000","140,000",EB4710000,Upper arm sono,,,
117,11206616,목동힘찬병원,,,"근골격, 연부-관절초음파",초음파,,,"140,000","140,000",EB4670000,Wrist sono,,,
118,11206616,목동힘찬병원,,,"근골격, 연부-연부조직 초음파",초음파,,,"100,000","100,000",EB4710000,기타 부위 sono,,,
119,11206616,목동힘찬병원,,,수술 중 초음파,초음파,,,"250,000","250,000",EZ9850000,유도 초음파,,,
120,11206616,목동힘찬병원,,,복부-복부,MRI,,,"490,000","490,000",HE1270000,Abd. Routin MRI(without contrast),,,
121,11206616,목동힘찬병원,,,근골격계-고관절,MRI,,,"490,000","490,000",HE1180000,BOTH Hip MRI,,,
122,11206616,목동힘찬병원,,,혈관-뇌혈관,MRI,,,"250,000","250,000",HI1350001,Brain MR Angio 50%,,,
123,11206616,목동힘찬병원,,,뇌,MRI,,,"500,000","500,000",HI1010001,Brain MRI(NR)+Angio(50%),,,
124,11206616,목동힘찬병원,,,뇌,MRI,,,"490,000","490,000",HI1010001,Brain MRI(without contrast),,,
125,11206616,목동힘찬병원,,,흉부-유방,MRI,,,"490,000","490,000",HE1260000,Breast MRI(without contrast),,,
126,11206616,목동힘찬병원,,,척추-경추,MRI,,,"490,000","490,000",HE1090000,C. Spine MRI(without contrast),,,
127,11206616,목동힘찬병원,,,척추-경추,MRI,,,"490,000","490,000",HE2090000,C. Spine MRI+Contrast,,,
128,11206616,목동힘찬병원,,,혈관-경부혈관,MRI,,,"250,000","250,000",HE1360000,Carotid  Angio MRI,,,
129,11206616,목동힘찬병원,,,척추-척추강,MRI,,,"150,000","150,000",HE1120000,Foraminal MR(C- spine),,,
130,11206616,목동힘찬병원,,,척추-척추강,MRI,,,"150,000","150,000",HE1120000,Foraminal MR(L- spine),,,
131,11206616,목동힘찬병원,,,척추-흉추와 요천추를 동시촬영,MRI,,,"740,000","740,000",HE1130000,L-spine MRI ( 흉추와 동시 촬영),,,
132,11206616,목동힘찬병원,,,척추-요천추,MRI,,,"490,000","490,000",HE1110000,L. Spine MRI(without contrast),,,
133,11206616,목동힘찬병원,,,척추-요천추,MRI,,,"490,000","490,000",HE2110000,L. Spine MRI+Contrast,,,
134,11206616,목동힘찬병원,,,근골격계-발목관절,MRI,,,"490,000","490,000",HE1210000,LT Ankle MRI(without contrast),,,
135,11206616,목동힘찬병원,,,근골격계-발목관절,MRI,,,"490,000","490,000",HE2210000,LT Ankle MRI+Contrast,,,
136,11206616,목동힘찬병원,,,근골격계-주관절,MRI,,,"490,000","490,000",HE1160000,LT Elbow MRI(without contrast),,,
137,11206616,목동힘찬병원,,,근골격계-주관절,MRI,,,"490,000","490,000",HE2160000,LT Elbow MRI+Contrast,,,
138,11206616,목동힘찬병원,,,근골격계-관절외하지,MRI,,,"490,000","490,000",HE1230000,LT Femur MRI(without contrast),,,
139,11206616,목동힘찬병원,,,근골격계-관절외하지,MRI,,,"490,000","490,000",HE2230000,LT Femur MRI+Contrast,,,
140,11206616,목동힘찬병원,,,근골격계-관절외하지,MRI,,,"490,000","490,000",HE1230000,LT Foot MRI(without contrast),,,
141,11206616,목동힘찬병원,,,근골격계-관절외하지,MRI,,,"490,000","490,000",HE2230000,LT Foot MRI+Contrast,,,
142,11206616,목동힘찬병원,,,근골격계-관절외상지,MRI,,,"490,000","490,000",HE1220000,LT Forearm MRI(without contrast),,,
143,11206616,목동힘찬병원,,,근골격계-관절외상지,MRI,,,"490,000","490,000",HE2220000,LT Forearm MRI+Contrast,,,
144,11206616,목동힘찬병원,,,근골격계-관절외상지,MRI,,,"490,000","490,000",HE1220000,LT Hand MRI(without contrast),,,
145,11206616,목동힘찬병원,,,근골격계-관절외상지,MRI,,,"490,000","490,000",HE2220000,LT Hand MRI+Contrast,,,
146,11206616,목동힘찬병원,,,근골격계-고관절,MRI,,,"490,000","490,000",HE1180000,Lt Hip joint MRI(without contrast),,,
147,11206616,목동힘찬병원,,,근골격계-고관절,MRI,,,"490,000","490,000",HE2180000,LT Hip joint MRI+Contrast,,,
148,11206616,목동힘찬병원,,,근골격계-관절외상지,MRI,,,"490,000","490,000",HE1220000,LT Humerus MRI(without contrast),,,
149,11206616,목동힘찬병원,,,근골격계-관절외상지,MRI,,,"490,000","490,000",HE2220000,LT Humerus MRI+Contrast,,,
150,11206616,목동힘찬병원,,,근골격계-슬관절,MRI,,,"490,000","490,000",HE1200000,LT Knee joint MRI(without contrast),,,
151,11206616,목동힘찬병원,,,근골격계-슬관절,MRI,,,"490,000","490,000",HE2200000,LT Knee joint MRI+Contrast,,,
152,11206616,목동힘찬병원,,,근골격계-견관절,MRI,,,"490,000","490,000",HE1150000,LT Shoulder MRI(without contrast),,,
153,11206616,목동힘찬병원,,,근골격계-견관절,MRI,,,"490,000","490,000",HE2150000,LT Shoulder MRI+Contrast,,,
154,11206616,목동힘찬병원,,,근골격계-관절외하지,MRI,,,"490,000","490,000",HE1230000,LT Tibia MRI(without contrast),,,
155,11206616,목동힘찬병원,,,근골격계-관절외하지,MRI,,,"490,000","490,000",HE2230000,LT Tibia MRI+Contrast,,,
156,11206616,목동힘찬병원,,,근골격계-수관절,MRI,,,"490,000","490,000",HE1170000,LT Wrist MRI(without contrast),,,
157,11206616,목동힘찬병원,,,근골격계-수관절,MRI,,,"490,000","490,000",HE2170000,LT Wrist MRI+Contrast,,,
158,11206616,목동힘찬병원,,,척추-요천추,MRI,,,"250,000","250,000",HE4110000,Lumbar Limited  MRI,,,
159,11206616,목동힘찬병원,,,척추-척추강,MRI,,,"150,000","150,000",HE1120000,Myelo MRI,,,
160,11206616,목동힘찬병원,,,두경부-경부,MRI,,,"490,000","490,000",HI1080001,Neck MRI(without contrast),,,
161,11206616,목동힘찬병원,,,복부-골반,MRI,,,"490,000","490,000",HE1280000,Pelvis MRI(without contrast),,,
162,11206616,목동힘찬병원,,,근골격계-발목관절,MRI,,,"490,000","490,000",HE1210000,RT Ankle MRI(without contrast),,,
163,11206616,목동힘찬병원,,,근골격계-발목관절,MRI,,,"490,000","490,000",HE2210000,RT Ankle MRI+Contrast,,,
164,11206616,목동힘찬병원,,,근골격계-주관절,MRI,,,"490,000","490,000",HE1160000,RT Elbow MRI(without contrast),,,
165,11206616,목동힘찬병원,,,근골격계-주관절,MRI,,,"490,000","490,000",HE2160000,RT Elbow MRI+Contrast,,,
166,11206616,목동힘찬병원,,,근골격계-관절외하지,MRI,,,"490,000","490,000",HE1230000,RT Femur MRI(without contrast),,,
167,11206616,목동힘찬병원,,,근골격계-관절외하지,MRI,,,"490,000","490,000",HE2230000,RT Femur MRI+Contrast,,,
168,11206616,목동힘찬병원,,,근골격계-관절외하지,MRI,,,"490,000","490,000",HE1230000,RT Foot MRI(without contrast),,,
169,11206616,목동힘찬병원,,,근골격계-관절외상지,MRI,,,"490,000","490,000",HE1220000,RT Forearm MRI(without contrast),,,
170,11206616,목동힘찬병원,,,근골격계-관절외상지,MRI,,,"490,000","490,000",HE2220000,RT Forearm MRI+Contrast,,,
171,11206616,목동힘찬병원,,,근골격계-관절외상지,MRI,,,"490,000","490,000",HE1220000,RT Hand MRI(without contrast),,,
172,11206616,목동힘찬병원,,,근골격계-관절외상지,MRI,,,"490,000","490,000",HE2220000,RT Hand MRI+Contrast,,,
173,11206616,목동힘찬병원,,,근골격계-고관절,MRI,,,"490,000","490,000",HE1180000,RT Hip joint MRI(Without contrast),,,
174,11206616,목동힘찬병원,,,근골격계-고관절,MRI,,,"490,000","490,000",HE2180000,RT Hip joint MRI+Contrast,,,
175,11206616,목동힘찬병원,,,근골격계-관절외상지,MRI,,,"490,000","490,000",HE1220000,Rt Humerus MRI(without contrast),,,
176,11206616,목동힘찬병원,,,근골격계-관절외상지,MRI,,,"490,000","490,000",HE2220000,RT Humerus MRI+Contrast,,,
177,11206616,목동힘찬병원,,,근골격계-슬관절,MRI,,,"490,000","490,000",HE1200000,RT Knee joint MRI(without contrast),,,
178,11206616,목동힘찬병원,,,근골격계-슬관절,MRI,,,"490,000","490,000",HE2200000,RT Knee joint MRI+Contrast,,,
179,11206616,목동힘찬병원,,,근골격계-견관절,MRI,,,"490,000","490,000",HE1150000,RT Shoulder MRI(without contrast),,,
180,11206616,목동힘찬병원,,,근골격계-견관절,MRI,,,"490,000","490,000",HE2150000,RT Shoulder MRI+Contrast,,,
181,11206616,목동힘찬병원,,,근골격계-관절외하지,MRI,,,"490,000","490,000",HE1230000,RT Tibia MRI(without contrast),,,
182,11206616,목동힘찬병원,,,근골격계-관절외하지,MRI,,,"490,000","490,000",HE2230000,RT Tibia MRI+Contrast,,,
183,11206616,목동힘찬병원,,,근골격계-수관절,MRI,,,"490,000","490,000",HE1170000,RT Wrist MRI(without contrast),,,
184,11206616,목동힘찬병원,,,근골격계-수관절,MRI,,,"490,000","490,000",HE2170000,RT Wrist MRI+Contrast,,,
185,11206616,목동힘찬병원,,,근골격계-천장골관절,MRI,,,"490,000","490,000",HE1190000,S-I Joint MRI(without contrast),,,
186,11206616,목동힘찬병원,,,근골격계-천장골관절,MRI,,,"490,000","490,000",HE2190000,S-I Joint MRI+Contrast,,,
187,11206616,목동힘찬병원,,,근골격계-천장골관절,MRI,,,"490,000","490,000",HE1310000,Sacrum MRI(without contrast),,,
188,11206616,목동힘찬병원,,,근골격계-천장골관절,MRI,,,"490,000","490,000",HE2190000,Sacrum MRI+Contrast,,,
189,11206616,목동힘찬병원,,,척추-흉추,MRI,,,"490,000","490,000",HE1100000,T. Spine MRI(without contrast),,,
190,11206616,목동힘찬병원,,,척추-흉추,MRI,,,"490,000","490,000",HE2100000,T. Spine MRI+Contrast,,,
191,11206616,목동힘찬병원,,,확산,MRI,,,"255,760","255,760",HF1010000,자기공명영상진단-특수검사(확산),,,
192,11206616,목동힘찬병원,,,사람유두종바이러스,예방접종,,,"150,000","150,000",3Z5201001,서바릭스 프리필드(환자용),,,
193,11206616,목동힘찬병원,,,인플루엔자,예방접종,,,"40,000","40,000",3Z5201101,스카이셀플루 0.5ml(4가 독감 백신) 환자용,,,
194,11206616,목동힘찬병원,,,대상포진,예방접종,,,"150,000","150,000",3Z5200301,스카이조스터,,,
195,11206616,목동힘찬병원,,,"Td(파상풍, 디프테리아, 백일해)",예방접종,,,"50,000","50,000",3Z5201602,아다셀주(환자용),,,
196,11206616,목동힘찬병원,,,대상포진,예방접종,,,"190,000","190,000",3Z5200302,조스타박스주,,,
197,11206616,목동힘찬병원,,,"Td(파상풍,디프테리아)",예방접종,,,"30,000","30,000",3Z5201501,티디백신주(프리필드),,,
198,11206616,목동힘찬병원,,,폐렴구균,예방접종,,,"130,000","130,000",3Z5201701,프리베나13주(환자용),,,
199,11206616,목동힘찬병원,,,A형간염,예방접종,,,"70,000","70,000",3Z5202002,하브릭스주 1ml,,,
200,31206212,의)상원의료재단부평힘찬병원,비주요 비급여 검색된 자료가 없습니다.,,,,,비주요 비급여 검색된 자료가 없습니다.,,,,,,,
201,31206212,의)상원의료재단부평힘찬병원,,,체외충격파치료〔근골격계질환〕,행위/기타,,,"90,000","90,000",SZ0840000,ESWT(체외충격파치료-1000타),,,
202,31206212,의)상원의료재단부평힘찬병원,,,체외충격파치료〔근골격계질환〕,행위/기타,,,"110,000","110,000",SZ0840000,ESWT(체외충격파치료-1200타),,,
203,31206212,의)상원의료재단부평힘찬병원,,,체외충격파치료〔근골격계질환〕,행위/기타,,,"180,000","180,000",SZ0840000,ESWT(체외충격파치료-2400타),,,
204,31206212,의)상원의료재단부평힘찬병원,,,체외충격파치료〔근골격계질환〕,행위/기타,,,"50,000","50,000",SZ0840000,ESWT(체외충격파치료-300타),,,
205,31206212,의)상원의료재단부평힘찬병원,,,체외충격파치료〔근골격계질환〕,행위/기타,,,"70,000","70,000",SZ0840000,ESWT(체외충격파치료-500타),,,
206,31206212,의)상원의료재단부평힘찬병원,,,체외충격파치료〔근골격계질환〕,행위/기타,,,"40,000","40,000",SZ0840000,ESWT(체외충격파치료-600타),,,
207,31206212,의)상원의료재단부평힘찬병원,,,이학요법료,행위/기타,,,"150,000","150,000",MZ0010000,FIMS(Functional Intramuscular Stimulation),,,
