병원명,명칭,분류,소분류,중분류,중복컬럼_1,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
바로병원,[행위료][분류] 검사료 - 신경계기능검사[명칭] 전류인지역치(통증역치검사)[구분] B-Pain Measurement 통증역치검사,,,,,"70,000",,,FY884,,,,
바로병원,"[행위료][분류] 검사료 - 외피, 근골기능검사[명칭] 체온열검사[구분] DITI(적외선체열촬영)-전신",,,,,"170,000",,,EZ776,,,,
달려라병원,일반구급차 이송처치료 기본요금(10km이내),구급차사용료,,,,"30,000",,,,,,,
달려라병원,"일반구급차 이송처치료 부가요금(의사,간호사 또는 응급",구급차사용료,,,,"22,500",,,,,,,
달려라병원,일반구급차 이송처치료 추가요금(10km초과 1km당),구급차사용료,,,,"1,000",,,,,,,
달려라병원,발가락스프린트(Toe Splint),기브스료,,,,"10,000",,,,,,,
달려라병원,(전규격)알루미늄스프린트(Aluminium splint),기브스료,,,,"5,000",,,,,,,
달려라병원,(전규격)스텍 스프린트(Mallet finger Splint),기브스료,,,,"10,000",,,,,,,
달려라병원,8자 밴드,기브스료,,,,"20,000",,,,,,,
달려라병원,Rib band(전규격),기브스료,,,,"15,000",,,,,,,
달려라병원,피코라이트산 3포/1box,내복약,,,,"18,000",,,,,,,
달려라병원,스티몰액 10ml,내복약,,,,"3,300",,,,,,,
에이스병원,,,,,,"1회 20,000원",,,,주사제,,,
에이스병원,,,,,,"1회 70,000원",,,,주사제,,,
에이스병원,,,,,,"1회 30,000원",,,,주사제,,,
에이스병원,,,,,,"1회 50,000원",,,,주사제,,,
에이스병원,,,,,,정당 30원,,,,주사제,,,
에이스병원,,,,,,정당 200원,,,,내복약,,,
에이스병원,,,,,,개당 30원,,,,내복약,,,
에이스병원,,,,,,개당 800원,,,,내복약,,,
에이스병원,,,,,,"개당 15,000원",,,,연고,,,
에이스병원,,,,,,"개당 5,000원",,,,연고,,,
에이스병원,,,,,,"단지  200,000원",,,,한방,,,
에이스병원,,,,,,"14일분 180,000원",,,,한방,,,
에이스병원,,,,,,"6매 5,000원",,,,한방,,,
에이스병원,,,,,,"1회 30,000원",,,,치료비,,,
에이스병원,,,,,,"1회 평가 50,000원",,,,검사료,,,
최경진정형외과의원,PROLO(증식치료),시술,,,,"60,000",,,,,1회,,
최경진정형외과의원,ESWT(체외충격파),시술,,,,"60,000",,,,,1회,,
최경진정형외과의원,술후신발,수술 및수술 재료대,,,,"60,000",,,,,1개,,
최경진정형외과의원,KD,수술 및수술 재료대,,,,"200,000",,,,,1개,,
최경진정형외과의원,KD,수술 및수술 재료대,,,,"350,000",,,,,2개,,
최경진정형외과의원,인조골(미네날본),수술 및수술 재료대,,,,"500,000",,,,,1개,,
최경진정형외과의원,Prostop,수술 및수술 재료대,,,,"1,500,000",,,,,1개,,
최경진정형외과의원,무지외반증수술(일반),수술 및수술 재료대,,,,"6,000,000",,,,,1족지,,
최경진정형외과의원,소건막류 수술(일반),수술 및수술 재료대,,,,"6,000,000",,,,,1족지,,
최경진정형외과의원,단지증 수술(일반),수술 및수술 재료대,,,,"5,000,000",,,,,1족지,,
최경진정형외과의원,장지증 수술(일반),수술 및수술 재료대,,,,"3,000,000",,,,,1족지,,
최경진정형외과의원,기타 족부일반 수술,수술 및수술 재료대,,,,"6,000,000",,,,,1족,,
최경진정형외과의원,REGENSEAL,수술 및수술 재료대,,,,"500,000",,,,,1개,,
최경진정형외과의원,유착방지제,수술 및수술 재료대,,,,"200,000",,,,,1개,,
최경진정형외과의원,습윤드레싱(Sorbact),수술 및수술 재료대,,,,"20,000",,,,,1개,,
최경진정형외과의원,기성깔창,보조기 및보호대,,,,"60,000",,,,,1족,,
최경진정형외과의원,Heel cup,보조기 및보호대,,,,"40,000",,,,,1개,,
최경진정형외과의원,쎄라밴드,보조기 및보호대,,,,"15,000",,,,,1개,,
최경진정형외과의원,패드,보조기 및보호대,,,,"20,000",,,,,1쌍,,
최경진정형외과의원,복대,보조기 및보호대,,,,"8,000",,,,,1개,,
최경진정형외과의원,경추보조기,보조기 및보호대,,,,"20,000",,,,,1개,,
최경진정형외과의원,요추코르셋,보조기 및보호대,,,,"30,000",,,,,1개,,
최경진정형외과의원,목발,보조기 및보호대,,,,"25,000",,,,,1쌍,,
최경진정형외과의원,Gel toe,보조기 및보호대,,,,"20,000",,,,,1쌍,,
최경진정형외과의원,손목보조기,보조기 및보호대,,,,"25,000",,,,,1개,,
최경진정형외과의원,무지외반증보조기 외,보조기 및보호대,,,,"20,000",,,,,1쌍,,
최경진정형외과의원,깁스신발,보조기 및보호대,,,,"5,000",,,,,1족,,
최경진정형외과의원,슬관절보조기,보조기 및보호대,,,,"30,000",,,,,1개,,
최경진정형외과의원,팔걸이,보조기 및보호대,,,,"5,000",,,,,1개,,
최경진정형외과의원,발목보조기,보조기 및보호대,,,,"30,000",,,,,1개,,
최경진정형외과의원,실리콘 패드,보조기 및보호대,,,,"80,000",,,,,1개,,
최경진정형외과의원,초음파,진단기구,,,,"150,000",,,,,,,
최경진정형외과의원,족저압 측정,진단기구,,,,"150,000",,,,,,,
최경진정형외과의원,영양제(수기료 포함),약제 및치료재료,,,,"50,000",,,,,,,
최경진정형외과의원,태반주사,약제 및치료재료,,,,"50,000",,,,,,,
최경진정형외과의원,Peha-haft,약제 및치료재료,,,,"25,000",,,,,6cm*20m,,
최경진정형외과의원,켈로코트,약제 및치료재료,,,,"40,000",,,,,15g,,
최경진정형외과의원,아루센,약제 및치료재료,,,,"50,000",,,,,1병,,
최경진정형외과의원,비타민디주사,약제 및치료재료,,,,"50,000",,,,,,,
최경진정형외과의원,병실차액,병실료,,,,"120,000",,,,,1인실,,
최경진정형외과의원,병실차액,병실료,,,,"80,000",,,,,2인실,,
최경진정형외과의원,"진단서, 소견서",문서,,,,"20,000",,,,,장당,,
최경진정형외과의원,기타문서,문서,,,,"1,000",,,,,장당,,
최경진정형외과의원,CD 영상기록,문서,,,,"5,000",,,,,장당,,
최경진정형외과의원,진료기록사본(1~5매),문서,,,,"1,000",,,,,장당,,
최경진정형외과의원,진료기록사본(6매이상),문서,,,,100,,,,,장당,,
최경진정형외과의원,상해진단서,문서,,,1~2주 진단시,"100,000",,,,,장당,,
최경진정형외과의원,상해진단서,문서,,,3주이상진단시,"200,000",,,,,장당,,
부산본병원,항 CCP항체 [IgG],,검사료,,,"47,000",0,0,,,,,
부산본병원,Eosinophil cationic protein(ECP),,검사료,,,"107,100",0,0,,,,,
부산본병원,HDV DNA PCR검사,,검사료,,,"100,900",0,0,,,,,
부산본병원,인플루엔자 A·B 바이러스항원검사 [현장검사],,검사료,,,"30,000",0,0,,,,,
부산본병원,실시간역전사중합효소연쇄반응법-인플루엔자바이러스 A,,검사료,,,"145,000",0,0,,,,,
부산본병원,DITI (체온열검사) - 상지및 하지,,검사료,,,"100,000",0,0,,,,,
부산본병원,DITI(체온열검사) 전신,,검사료,,,"200,000",0,0,,,,,
부산본병원,표본대여(Slide copy),,검사료,,,"10,000",0,0,,,,,
부산본병원,IgG-GM1,,검사료,,,"58,600",0,0,,,,,
부산본병원,IgM-GM1,,검사료,,,"58,600",0,0,,,,,
예손병원,상급병실료차액-1인실A,,,,,"150,000",,,ABZ01,,,,
예손병원,상급병실료차액-1인실B,,,,,"130,000",,,ABZ01,,,,
예손병원,1인실A 입원료,입원료,,,,"200,000",,,AB902,,2019.07.01부터 적용,,
예손병원,1인실B 입원료,입원료,,,,"180,000",,,AB902,,2019.07.01부터 적용,,
예손병원,1인실B 입원료(간호간병),입원료,,,,"230,000",,,AB902,,2019.07.01부터 적용,,
예손병원,항CCP항체(Anti  CCP Ab),,,,,"40,000",,,CZ432,,,,
예손병원,인플루엔자 A.B 바이러스 항원검사[현장검사],,,,,"30,000",,,CZ394,,,,
예손병원,SSR  (교감신경피부반응검사),,,,,"15,000",,,FZ681,,,,
예손병원,CK-MB KIT,,,,,"4,280",,,,,,,
예손병원,기생충성충검사,,,,,"12,000",,,,,,,
예손병원,성호르몬결합글로불린(SHBG),,,,,"80,000",,,CZ202,,,,
예손병원,요임신반응검사(키트),임신관련 검사,,,,"8,000",,,,,,,
예손병원,"DITI(손,수근관증후군)",제3절.기능 검사료,,,,"150,000",,,EZ776,,,,
예손병원,"DITI(전신다리,술전검사)",제3절.기능 검사료,,,,"200,000",,,EZ776,,,,
예손병원,"DITI(전신상지,술전검사)",제3절.기능 검사료,,,,"200,000",,,EZ776,,,,
예손병원,DITI(발),제3절.기능 검사료,,,,"150,000",,,EZ776,,,,
예손병원,동적 족저압측정,제3절.기능 검사료,,,,"120,000",,,EZ777,,,,
예손병원,동적 족저압측정-다빈도,제3절.기능 검사료,,,,"60,000",,,EZ777,,,,
예손병원,SONO:Musculoskeletal,,,,,"100,000",,,,,급여기준 외 실시한 경우 비급여,,
예손병원,SONO:HAND,,,,,"50,000",,,,,급여기준 외 실시한 경우 비급여,,
예손병원,SONO:FOOT,,,,,"50,000",,,,,급여기준 외 실시한 경우 비급여,,
예손병원,SONO:shoulder  injection,,,,,"100,000",,,,,급여기준 외 실시한 경우 비급여,,
예손병원,SONO:hip injection,,,,,"100,000",,,,,급여기준 외 실시한 경우 비급여,,
예손병원,SONO:Echo(심장),,,,,"250,000",,,,,급여기준 외 실시한 경우 비급여,,
예손병원,SONO:Carotid  artery(경동맥) - 도플러포함,,,,,"150,000",,,EB415,,급여기준 외 실시한 경우 비급여,,
예손병원,SONO:Thyroid(갑상선),,,,,"100,000",,,EB414,,급여기준 외 실시한 경우 비급여,,
예손병원,SONO:Pelvis(골반),,,,,"100,000",,,EB465,,급여기준 외 실시한 경우 비급여,,
예손병원,SONO:Kidney(콩팥) or urinary system(비뇨기계),,,,,"100,000",,,,,급여기준 외 실시한 경우 비급여,,
예손병원,SONO:Breast(유방) or axillary(겨드랑이),,,,,"100,000",,,EB421,,급여기준 외 실시한 경우 비급여,,
예손병원,SONO:증식치료(프롤로prolo),,,,,"70,000",,,,,급여기준 외 실시한 경우 비급여,,
예손병원,BPB마취시(OR),,,,,"150,000",,,,,,,
예손병원,BPB마취시(OR)-Both,,,,,"250,000",,,,,,,
예손병원,마취유도초음파(상완),,,,,"100,000",,,,,,,
예손병원,마취유도초음파(대퇴),,,,,"100,000",,,,,,,
예손병원,Doppler,,,,,"150,000",,,,,,,
예손병원,popliteal with doppler(하지),,,,,"150,000",,,,,,,
예손병원,Doppler(족부),,,,,"100,000",,,,,,,
예손병원,[검진]SONO:Abdomen(복부),건강검진,,,,"150,000",,,,,건강검진,,
예손병원,[검진]SONO:Liver(간),건강검진,,,,"60,000",,,,,건강검진,,
예손병원,Brain(뇌),,,,,"500,000",,,HI101005,,급여기준 외 실시한 경우 비급여,,
예손병원,Brain(diffusion만),,,,,"150,000",,,HF101,,급여기준 외 실시한 경우 비급여,,
예손병원,Brain(angiography만),,,,,"150,000",,,HI135005,,급여기준 외 실시한 경우 비급여,,
예손병원,Brain MRI+MRA,,,,,"650,000",,,"HI101005,HI135005",,급여기준 외 실시한 경우 비급여,,
예손병원,Brain[조영제포함],,,,,"620,000",,,HI201005,,급여기준 외 실시한 경우 비급여,O,
예손병원,Brain MRI(enhance)+MRA,,,,,"770,000",,,"HI201005,HI135005",,급여기준 외 실시한 경우 비급여,O,
예손병원,C-spine(경추),,,,,"480,000",,,HE109,,급여기준 외 실시한 경우 비급여,,
예손병원,T-spine(흉추),,,,,"480,000",,,HE110,,급여기준 외 실시한 경우 비급여,,
예손병원,L-spine(요추),,,,,"480,000",,,HE111,,급여기준 외 실시한 경우 비급여,,
예손병원,T-L spine,,,,,"480,000",,,HE110,,급여기준 외 실시한 경우 비급여,,
예손병원,C-spine [조영제포함],,,,,"600,000",,,HE209,,급여기준 외 실시한 경우 비급여,O,
예손병원,T-spine [조영제포함],,,,,"600,000",,,HE210,,급여기준 외 실시한 경우 비급여,O,
예손병원,L-spine [조영제포함],,,,,"600,000",,,HE211,,급여기준 외 실시한 경우 비급여,O,
예손병원,T-L spine [조영제포함],,,,,"600,000",,,HE211,,급여기준 외 실시한 경우 비급여,O,
예손병원,"C-spine, T-spine, L-spine, T-L spine with CTL",,,,,"600,000",,,HE109,,급여기준 외 실시한 경우 비급여,,
예손병원,C-spine MR + foraminal MRL-spine MR +  foraminal MR,,,,,"600,000",,,HE109HE111,,급여기준 외 실시한 경우 비급여,,
예손병원,"MRI:L-spine + Hip T2(coronal, axial)",,,,,"600,000",,,HE111,,급여기준 외 실시한 경우 비급여,,
예손병원,MRI:Hip + L-spine T2 series,,,,,"600,000",,,HE118,,급여기준 외 실시한 경우 비급여,,
예손병원,C-spine with CTL + foraminal MRL-spine with CTL + foraminal  MR,,,,,"700,000",,,HE109HE111,,급여기준 외 실시한 경우 비급여,,
예손병원,"MRI:C-spine with CTL + Hip T2(coronal, axial)MRI:L-spine with CTL + Hip T2(coronal, axial)",,,,,"700,000",,,HE109HE111,,급여기준 외 실시한 경우 비급여,,
예손병원,"MRI:C-spine(T2 serise)+Shoulder(coronal,sagittal, axial)",,,,,"550,000",,,HE409,,급여기준 외 실시한 경우 비급여,,
예손병원,"foraminal MR (C-spine, T-spine, L-spine, T-L spine)",,,,,"300,000",,,HE409,,급여기준 외 실시한 경우 비급여,,
예손병원,"T2 series (C-spine, T-spine,  L-spine, T-L spine)",,,,,"300,000",,,HE409,,급여기준 외 실시한 경우 비급여,,
예손병원,"CTL + Hip T2(coronal, axial)",,,,,"300,000",,,HE418,,급여기준 외 실시한 경우 비급여,,
예손병원,CTL + foraminal MR,,,,,"300,000",,,,,급여기준 외 실시한 경우 비급여,,
예손병원,"CTL + Hip T2(coronal, axial)",,,,,"300,000",,,HE418,,급여기준 외 실시한 경우 비급여,,
예손병원,"Hip T2(coronal, axial)",,,,,"250,000",,,HE418,,급여기준 외 실시한 경우 비급여,,
예손병원,MRI CTL,,,,,"200,000",,,,,급여기준 외 실시한 경우 비급여,,
예손병원,enhance추가,,,,,"200,000",,,,,급여기준 외 실시한 경우 비급여,O,
예손병원,Knee(무릎),,,,,"480,000",,,HE120,,급여기준 외 실시한 경우 비급여,,
예손병원,Knee[조영제포함],,,,,"600,000",,,HE220,,급여기준 외 실시한 경우 비급여,O,
예손병원,Knee(TKRA용),,,,,"300,000",,,HE420,,급여기준 외 실시한 경우 비급여,,
예손병원,Shoulder(어깨)(술전),,,,,"530,000",,,HE115,,급여기준 외 실시한 경우 비급여,,
예손병원,Shoulder(어깨)(술후),,,,,"480,000",,,HE115,,급여기준 외 실시한 경우 비급여,,
예손병원,Shoulder[조영제포함],,,,,"650,000",,,HE215,,급여기준 외 실시한 경우 비급여,O,
예손병원,Shoulder(MRA),,,,,"590,000",,,HE215,,급여기준 외 실시한 경우 비급여,,
예손병원,shoulder(MRA+Fluoroscopy),,,,,"590,000",,,HE215,,급여기준 외 실시한 경우 비급여,,
예손병원,shoulder(Arthro만)-타병원에서  MR시행후,,,,,"300,000",,,HE215,,급여기준 외 실시한 경우 비급여,,
예손병원,"Shoulder(coronal,  sagittal, axial)",,,,,"250,000",,,HE415,,급여기준 외 실시한 경우 비급여,,
예손병원,hip joint,,,,,"480,000",,,HE118,,급여기준 외 실시한 경우 비급여,,
예손병원,thigh,,,,,"480,000",,,HE123,,급여기준 외 실시한 경우 비급여,,
예손병원,lower leg,,,,,"480,000",,,HE123,,급여기준 외 실시한 경우 비급여,,
예손병원,ankle,,,,,"480,000",,,HE121,,급여기준 외 실시한 경우 비급여,,
예손병원,foot,,,,,"480,000",,,HE123,,급여기준 외 실시한 경우 비급여,,
예손병원,hip joint [조영제포함],,,,,"600,000",,,HE218,,급여기준 외 실시한 경우 비급여,O,
예손병원,thigh [조영제포함],,,,,"600,000",,,HE223,,급여기준 외 실시한 경우 비급여,O,
예손병원,lower leg [조영제포함],,,,,"600,000",,,HE223,,급여기준 외 실시한 경우 비급여,O,
예손병원,ankle [조영제포함],,,,,"600,000",,,HE221,,급여기준 외 실시한 경우 비급여,O,
예손병원,foot [조영제포함],,,,,"600,000",,,HE223,,급여기준 외 실시한 경우 비급여,O,
예손병원,Lower Extremities(하지),,,,,"480,000",,,HE123,,급여기준 외 실시한 경우 비급여,,
예손병원,Lower Extremities [조영제포함],,,,,"600,000",,,HE223,,급여기준 외 실시한 경우 비급여,O,
예손병원,ankle(MRA+Fluoroscopy),,,,,"590,000",,,HE221,,급여기준 외 실시한 경우 비급여,O,
예손병원,foot & ankle (OS10),,,,,"600,000",,,HE121,,급여기준 외 실시한 경우 비급여,,
예손병원,"lower leg, foot, ankle (OS10)",,,,,"350,000",,,HE121,,급여기준 외 실시한 경우 비급여,,
예손병원,sacroiliac joint,,,,,"480,000",,,HE119,,급여기준 외 실시한 경우 비급여,,
예손병원,Upper Extremities(상지),,,,,"480,000",,,HE122,,급여기준 외 실시한 경우 비급여,,
예손병원,Upper Extremities [조영제포함],,,,,"600,000",,,HE222,,급여기준 외 실시한 경우 비급여,O,
예손병원,elbow,,,,,"480,000",,,HE116,,급여기준 외 실시한 경우 비급여,,
예손병원,forearm,,,,,"480,000",,,HE122,,급여기준 외 실시한 경우 비급여,,
예손병원,arm,,,,,"480,000",,,HE122,,급여기준 외 실시한 경우 비급여,,
예손병원,wrist,,,,,"480,000",,,HE117,,급여기준 외 실시한 경우 비급여,,
예손병원,hand,,,,,"480,000",,,HE122,,급여기준 외 실시한 경우 비급여,,
예손병원,elbow [조영제포함],,,,,"600,000",,,HE216,,급여기준 외 실시한 경우 비급여,O,
예손병원,forearm [조영제포함],,,,,"600,000",,,HE222,,급여기준 외 실시한 경우 비급여,O,
예손병원,arm [조영제포함],,,,,"600,000",,,HE222,,급여기준 외 실시한 경우 비급여,O,
예손병원,wrist [조영제포함],,,,,"600,000",,,HE217,,급여기준 외 실시한 경우 비급여,O,
예손병원,hand [조영제포함],,,,,"600,000",,,HE222,,급여기준 외 실시한 경우 비급여,O,
예손병원,MRI:Finger + Thumb 추가MRI:Thumb + Finger 추가,,,,,"600,000",,,HE122,,급여기준 외 실시한 경우 비급여,,
예손병원,MRI : Finger(multiple),,,,,"600,000",,,HE122,,급여기준 외 실시한 경우 비급여,,
예손병원,Abdomen(복부),,,,,"480,000",,,HE127,,급여기준 외 실시한 경우 비급여,,
예손병원,Pelvis(골반),,,,,"480,000",,,HE128,,급여기준 외 실시한 경우 비급여,,
예손병원,Abdomen(복부) [조영제포함],,,,,"600,000",,,HE227,,급여기준 외 실시한 경우 비급여,O,
예손병원,Pelvis(골반) [조영제포함],,,,,"600,000",,,HE228,,급여기준 외 실시한 경우 비급여,O,
예손병원,Abdomen &  Pelvis(복부+골반),,,,,"700,000",,,HE127,,급여기준 외 실시한 경우 비급여,,
예손병원,Abdomen &  Pelvis(복부+골반) [조영제포함],,,,,"820,000",,,HE227,,급여기준 외 실시한 경우 비급여,O,
예손병원,face,,,,,"480,000",,,HE103,,급여기준 외 실시한 경우 비급여,,
예손병원,TM joint,,,,,"480,000",,,HE107,,급여기준 외 실시한 경우 비급여,,
예손병원,Neck,,,,,"480,000",,,HE108,,급여기준 외 실시한 경우 비급여,,
예손병원,face [조영제포함],,,,,"600,000",,,HE203,,급여기준 외 실시한 경우 비급여,O,
예손병원,TM joint [조영제포함],,,,,"600,000",,,HE207,,급여기준 외 실시한 경우 비급여,O,
예손병원,Neck [조영제포함],,,,,"600,000",,,HE208,,급여기준 외 실시한 경우 비급여,O,
예손병원,myelgram,,,,,"200,000",,,HE112,,급여기준 외 실시한 경우 비급여,,
예손병원,"myelgram +  C-spine, T-spine, L-spine",,,,,"600,000",,,HE112,,급여기준 외 실시한 경우 비급여,,
예손병원,"정형도수치료6(관절),정형도수치료6(척추)",,,,,"60,000",,,MX122,,,,
예손병원,"정형도수치료12(관절),정형도수치료12(척추)",,,,,"120,000",,,MX122,,,,
예손병원,"정형도수치료15(척추),정형도수치료15(관절)",,,,,"150,000",,,MX122,,관절은 2020.03.11부터 적용,,
예손병원,정형도수치료12(복합)[1일당],,,,,"120,000",,,MX122,,,,
예손병원,정형도수치료18(복합)[1일당],,,,,"180,000",,,MX122,,,,
예손병원,,,,,,,,,,,,,
예손병원,증식치료(프롤로prolo-사지관절부위),,,,,"50,000",,,MY142,,,,
예손병원,ESWT(Focusing Type)9,,,,,"90,000",,,SZ084,,,,
예손병원,ESWT(Radial Type)5,,,,,"50,000",,,SZ084,,,,
예손병원,ESWT(Focusing Type)9 (다빈도),,,,,"50,000",,,SZ084,,,,
예손병원,추간판내 고주파 열치료술 - 제1부위,,,,,"2,000,000",,,SZ083,,,O,O
예손병원,추간판내 고주파 열치료술 - 제2부위부터,,,,,"500,000",,,SZ083,,,O,O
예손병원,PEN-RACZ(경피적 경막외강 신경성형술)-재료대포함,,,,,"1,800,000",,,SZ634,,,O,O
예손병원,PEN-NAVI(경피적 경막외강 신경성형술)-재료대포함,,,,,"1,800,000",,,SZ634,,,O,O
예손병원,PEN-Balloon(경피적 풍선확장 경막외강 신경성형)-재료대포함,,,,,"2,500,000",,,SZ641,,,O,O
예손병원,비후성 반흔 레이저 치료[10CM],,,,,"100,000",,,,,,,
예손병원,비후성 반흔 레이저 치료[11CM~],,,,,"150,000",,,,,,,
예손병원,PRP,,,,,"220,000",,,,,sono 포함,,
예손병원,보호자식사,,,,,"5,000",,,,,한(1)상당,,
예손병원,보호자공기밥,,,,,"1,000",,,,,,,
예손병원,무릎밴드(살색),,,,,"8,000",,,-,,,,
예손병원,다이나믹스프린트,,,,,"20,000",,,-,,,,
예손병원,WRIST BRACE,,,,,"25,000",,,BC1205PV,,,,
예손병원,팔걸이,,,,,"5,000",,,-,,,,
예손병원,elbow  band - 파란색 free size,,,,,"20,000",,,-,,,,
예손병원,elbow  band - 살색,,,,,"8,000",,,-,,,,
예손병원,멀티핑거스프린트,,,,,"6,000",,,-,,,,
예손병원,crutch 1쌍,,,,,"20,000",,,-,,,,
예손병원,crutch 1개,,,,,"10,000",,,-,,,,
예손병원,ankle  brace,,,,,"25,000",,,BC1208PV,,,,
예손병원,soft  collar-목보조기,,,,,"15,000",,,-,,,,
예손병원,Color cast shoes(칼라 캐스트 슈즈),,,,,"7,000",,,-,,,,
예손병원,Cast Shoes(캐스트 슈즈),,,,,"7,000",,,-,,,,
예손병원,쇄골밴드-8자붕대,,,,,"15,000",,,BC1200YF,,,,
예손병원,워커-walker,,,,,"50,000",,,BC1201WO,,,,
예손병원,어깨보조기-abduction  braece,,,,,"120,000",,,-,,,,
예손병원,블록-어깨보조기용,,,,,"30,000",,,-,,,,
예손병원,MCL  brace,,,,,"80,000",,,BC1001PV,,,,
예손병원,knee  splint-슬관절고정대,,,,,"70,000",,,BC1006PV,,,,
예손병원,상처솔,,,,,"5,000",,,-,,,,
예손병원,발가락실리콘(가르망),,,,,"19,000",,,-,,,,
예손병원,발가락실리콘,,,,,"10,000",,,-,,,,
예손병원,발가락교정기(가르망),,,,,"11,000",,,-,,,,
예손병원,next  step,,,,,"50,000",,,-,,,,
예손병원,남자소변통,,,,,"2,000",,,-,,,,
예손병원,깔창,,,,,"6,000",,,-,,,,
예손병원,에어워커,,,,,"150,000",,,-,,,,
예손병원,포에버헬스케어 워커,,,,,"70,000",,,-,,,,
예손병원,orficast(10cm),,,,,"12,500",,,BC1202WO,,사용량(cm)에 따라,,
예손병원,Thunder  Brace,,,,,"50,000",,,--,,,,
예손병원,Thumb  brace,,,,,"15,000",,,-,,,,
예손병원,필라델피아,,,,,"40,000",,,BC1204YF,,2019.10.18까지 적용,,
예손병원,필라델피아(PHILADELPHIA CERVICAL COLLAR(상모)),,,,,"40,000",,,BC1203VM,,,,
예손병원,찜질기-온팩,,,,,"30,000",,,-,,,,
예손병원,벨포밴드,,,,,"15,000",,,-,,,,
예손병원,앵클파워(ankle  power),,,,,"40,000",,,BC1223OC,,,,
예손병원,발가락밴드(toe  band),,,,,"15,000",,,-,,,,
예손병원,thera Band세라밴드-yellow,,,,,"10,000",,,-,,,,
예손병원,thera Band세라밴드-red,,,,,"11,000",,,-,,,,
예손병원,thera Band세라밴드-green,,,,,"12,000",,,-,,,,
예손병원,스포밴드(UL)-20,,,,,"19,000",,,-,,,,
예손병원,스포밴드(UL)-30,,,,,"23,000",,,-,,,,
예손병원,스포밴드(M)-연두색,,,,,"27,000",,,-,,,,
예손병원,Ball  Of Foot Cushion,,,,,"20,000",,,-,,,,
