,Unnamed: 0,병원명,명칭,분류,소분류,중분류,중복컬럼_1,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
229,229,안산21세기병원,Ultrasonography-고관절 초음파(편측),초음파검사료,,,,90000,0,0,EB465,,,,
230,230,안산21세기병원,Ultrasonography-견관절 초음파(편측),초음파검사료,,,,90000,0,0,EB466,,,,
231,231,안산21세기병원,Ultrasonography-손목관절 초음파(편측),초음파검사료,,,,90000,0,0,EB467,,,,
232,232,안산21세기병원,Ultrasonography-발목관절 초음파(편측),초음파검사료,,,,90000,0,0,EB468,,,,
233,233,안산21세기병원,Ultrasonography-연부조직 초음파,초음파검사료,,,,50000,0,0,EB470,,,,
234,234,안산21세기병원,trans cranial doppler(TCD)-Brain + Arm,초음파검사료,,,,300000,0,0,EB481,,,,
235,235,안산21세기병원,trans cranial doppler(TCD)-Brain+ Leg,초음파검사료,,,,300000,0,0,EB481,,,,
236,236,안산21세기병원,Ultrasonography-경동맥(Carotid) 초음파,초음파검사료,,,,170000,0,0,EB482,,,,
237,237,안산21세기병원,Doppler Ultrasonography-하지 정맥류 검사 (양측),초음파검사료,,,,200000,0,0,EB489,,,,
238,238,안산21세기병원,Doppler Ultrasonography-하지 정맥류 검사 (편측),초음파검사료,,,,140000,0,0,EB489,,,,
239,239,안산21세기병원,Ultrasonography-유도초음파(Ⅱ),초음파검사료,,,,100000,0,0,EB562,,,,
240,240,안산21세기병원,Ultrasonography-수술/마취 초음파,초음파검사료,,,,100000,0,0,EZ985,,,,
241,241,안산21세기병원,MRI Brain,자기공명영상진단료,,,,450000,0,0,HE101,,,,
242,242,안산21세기병원,MRI C-Spine,자기공명영상진단료,,,,430000,300000,430000,HE109,,,,
243,243,안산21세기병원,MRI T-Spine,자기공명영상진단료,,,,430000,300000,430000,HE110,,,,
244,244,안산21세기병원,MRI L-Spine,자기공명영상진단료,,,,430000,300000,430000,HE111,,,,
245,245,안산21세기병원,MRI Whole Spine,자기공명영상진단료,,,,900000,0,0,비급여,,,,
246,246,안산21세기병원,MRI Shoulder,자기공명영상진단료,,,,430000,430000,600000,HE115,,,,
247,247,안산21세기병원,MRI Elbow,자기공명영상진단료,,,,430000,430000,600000,HE116,,,,
248,248,안산21세기병원,MRI Wrist & Hand,자기공명영상진단료,,,,430000,430000,600000,HE117,,,,
249,249,안산21세기병원,MRI Hip,자기공명영상진단료,,,,430000,430000,600000,HE118,,Both+(60만원),,
250,250,안산21세기병원,MRI Knee,자기공명영상진단료,,,,430000,430000,600000,HE120,,,,
251,251,안산21세기병원,MRI Ankle & Foot,자기공명영상진단료,,,,430000,430000,600000,HE121,,,,
252,252,안산21세기병원,MRI Long Bone Upper Extremity,자기공명영상진단료,,,,430000,430000,600000,HE122,,,,
253,253,안산21세기병원,MRI Long Bone Lower Extremity,자기공명영상진단료,,,,430000,430000,600000,HE123,,,,
254,254,안산21세기병원,MRI Abdomen,자기공명영상진단료,,,,450000,0,0,HE127,,,,
255,255,안산21세기병원,MRI Pelvic,자기공명영상진단료,,,,430000,430000,430000,HE128,,,,
256,256,안산21세기병원,MRI Brain 조영촬영,자기공명영상진단료,,,,550000,0,0,HE201,,,조영제포함,
257,257,안산21세기병원,Blue DBM Wedge,,,,,1850000,0,0,BC0104QT,,,,
258,258,안산21세기병원,삼진타우로린주사2% 250ml,,,,,120000,0,0,647801080,,,,
259,259,안산21세기병원,FELIX-L PLIF CAGE,,,,,400000,0,0,felex-l,,,,
260,260,안산21세기병원,MRI 흉 & 복부 조영촬영,자기공명영상진단료,,,,570000,450000,570000,HE227,,,,
261,261,안산21세기병원,MRI Pelvic 조영촬영,자기공명영상진단료,,,,530000,0,0,HE228,,,조영제포함,
262,262,안산21세기병원,Brain MRI 외부병원필름판독료,자기공명영상진단료,,,,50000,0,0,HE101001,,,,
263,263,안산21세기병원,Brain MRA 외부병원필름판독료,자기공명영상진단료,,,,50000,0,0,HE135001,,,,
264,264,안산21세기병원,Shoulder MRI 외부병원필름판독료,자기공명영상진단료,,,,50000,0,0,HE115001,,,,
265,265,안산21세기병원,Knee MRI 외부병원필름판독료,자기공명영상진단료,,,,50000,0,0,HE120001,,,,
266,266,안산21세기병원,Foot MRI 외부병원필름판독료,자기공명영상진단료,,,,50000,0,0,HE121001,,,,
267,267,안산21세기병원,MRI 외부검사판독,자기공명영상진단료,,,,50000,0,0,비급여,,,,
268,268,안산21세기병원,도수치료(교정)-1일당,이학요법료,,,,80000,0,0,MX122,,,,
269,269,안산21세기병원,U/S-TCD(Leg),초음파검사료,,,,150000,0,0,EB487,,,,
270,270,안산21세기병원,유밴드(전규격)-성우,,,,,40000,0,0,bc1200it,,,,
271,271,안산21세기병원,채용검진 (B형간염포함),검진,,,,40000,0,0,AA300,,,,
272,272,안산21세기병원,비침습적 무통증 신호요법,이학요법료,,,,100000,0,0,MZ012,,,,
273,273,안산21세기병원,도수치료(입원)-1일당,이학요법료,,,,70000,0,0,MX122,,,,
274,274,안산21세기병원,도수치료(외래)-1일당,이학요법료,,,,70000,0,0,MX122,,,,
275,275,안산21세기병원,도수운동치료(1부위),이학요법료,,,,35000,0,0,MX122,,,,
276,276,안산21세기병원,U/S-TCD(Arm),초음파검사료,,,,150000,0,0,EB484,,,,
277,277,안산21세기병원,Multi-Fix Easy Band(전규격),,,,,40000,0,0,BK7103AS,,,,
278,278,안산21세기병원,자기유래배양피부이식술,처치 및 수술료,,,,2250000,0,0,SZ032,,,,
279,279,안산21세기병원,C-PEN,처치 및 수술료,,,,1600000,1500000,1600000,SZ634,,KMEC+Cervical+St+Cox,,재료대포함
