,Unnamed: 0,병원명,명칭,분류,소분류,중분류,중복컬럼_1,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
100,100,의료법인나누리의료재단나누리병원,Allomatrix 5cc,,,수술재료대,,,"1,700,000",,,,1EA,Χ,Χ
101,101,의료법인나누리의료재단나누리병원,카티스템(무릎연골치료용 제대혈줄기세포),,,수술재료대,,,"7,000,000",,,,1병,Χ,Χ
102,102,의료법인나누리의료재단나누리병원,하이랙스주 1.3ml (레고켐),,,약제,,,"100,000",,,,1ea,Χ,Χ
103,103,의료법인나누리의료재단나누리병원,Fixing roll 2.5cmx10m,,,처치재료대,,,100,,,,1EA,Χ,Χ
104,104,의료법인나누리의료재단나누리병원,floseal hemostatic matrix,,,약제,,,"700,000",,,,1EA,Χ,Χ
105,105,의료법인나누리의료재단나누리병원,훼렉스주5ml/A,,,약제,,,"35,000",,,,1EA,Χ,Χ
106,106,의료법인나누리의료재단나누리병원,둘코락스에스정,,,약제,,,350,,,,1정,Χ,Χ
107,107,의료법인나누리의료재단나누리병원,프로즌겔,,,약제,,,"17,000",,,,1EA,Χ,Χ
108,108,의료법인나누리의료재단나누리병원,하이스탈,,,약제,,,110,,,,1EA,Χ,Χ
109,109,의료법인나누리의료재단나누리병원,카티젤겔 8.5g,,,약제,,,"10,000",,,,1회,Χ,Χ
110,110,의료법인나누리의료재단나누리병원,(3M) Soft cloth tape,,,처치재료대,,,150,200,,,inch,Χ,Χ
111,111,의료법인나누리의료재단나누리병원,그린픽스,,,처치재료대,,,"2,000",,,,장당,Χ,Χ
112,112,의료법인나누리의료재단나누리병원,Fora-B (Epidural Balloon Catheter),,,수술재료대,,,"1,300,000","1,300,000",,,1ea,Χ,Χ
113,113,의료법인나누리의료재단나누리병원,Allomatrix-tra 1cc,,,수술재료대,,,"450,000",,,,1개,Χ,Χ
114,114,의료법인나누리의료재단나누리병원,리젠씰 1cc (3%),,,수술재료대,,,"200,000",,,,1ea,Χ,Χ
115,115,의료법인나누리의료재단나누리병원,DBX(putty) 5cc,,,수술재료대,,,"1,700,000",,,,1EA,Χ,Χ
116,116,나누리수원병원,이베니티주 프리필드시린지,,,약제,,,"700,000",,052300111,,2020.03.02.,○,○
117,117,나누리수원병원,C-IDET 1Level+LDISQ-Cervical,,,수술,,,"2,500,000",,SZ083,,재료+행위료 포함,○,○
118,118,나누리수원병원,FIMS(CT Guide)-기타+보톡스주,,,이학요법료,,,"380,000",,MZ001,,,○,Χ
119,119,나누리수원병원,박티그라거즈15*20㎠(창상보호제),,,처치재료대,,,"7,000",,681800070,,2020.1.21.,Χ,Χ
120,120,나누리수원병원,페린젝트주10ml(500mg),,,약제,,,"250,000",,644913140,,2020.1.15.,○,Χ
121,121,나누리수원병원,C-IDET 1Level+LDISQ-Cervical,,,수술,,,"2,500,000",,SZ083,,재료+행위료 포함,○,○
122,122,나누리수원병원,FIMS(CT Guide)-기타+보톡스주,,,이학요법료,,,"380,000",,MZ001,,,○,Χ
123,123,나누리수원병원,ESWT10,,,이학요법료,,,"100,000",,SZ084,,,Χ,Χ
124,124,나누리수원병원,Endoscopic PEN(Lumbar) 2Level,,,기타,,,"1,000,000",,SZ631,,2level (재료대별도)  2019.11.05.,○,Χ
125,125,나누리수원병원,Endoscopic Epidural Neuroplasty,,,기타,,,"800,000",,SZ631,,1 level  (2019.11.05) 재료대별도,○,Χ
126,126,나누리수원병원,박티그라거즈15*20㎠(창상보호제),,,처치재료대,,,"7,000",,681800070,,2020.1.21.,Χ,Χ
127,127,나누리수원병원,Video guided catheter,,,치료재료,,,"1,000,000",,BJ4802ZO,,2019.11.5.,Χ,○
128,128,나누리수원병원,Kito Activator 3g,,,치료재료,,,"25,000",,BM5001LJ,,2019.10.28.,○,Χ
129,129,나누리수원병원,Surgi Chito(국소지혈용드레싱),,,처치재료대,,,"30,000",,BJ7002XF,,2019.8.19. 등록,Χ,○
130,130,나누리수원병원,Regenseal(리젠실) [601],,,치료재료,,,"1,000,000",,BM2601QQ,,,○,○
132,132,나누리수원병원,진료비 세부내역서(추가 1부당),,,증명료,,,"2,000",,,,1ea,Χ,Χ
133,133,나누리수원병원,입퇴원확인서(기본 1부),,,증명료,,,"3,000",,,,1장,Χ,Χ
134,134,나누리수원병원,진료확인서(통원확인서),,,증명료,,,"3,000",,,,1장,Χ,Χ
135,135,나누리수원병원,"장기요양의사소견서(10% 의료급여,경감대상자)",,,증명료,,,"3,653",,,,1장,Χ,Χ
136,136,나누리수원병원,이베니티주 프리필드시린지,,,약제,,,"700,000",,052300111,,2020.03.02.,○,○
137,137,나누리수원병원,페린젝트주10ml(500mg),,,약제,,,"250,000",,644913140,,2020.1.15.,○,Χ
138,138,나누리수원병원,히로라인주1500 IU,,,약제,,,"90,000",,642304620,,히루니다제 대체입고 2019.11.18.,○,○
139,139,나누리수원병원,타이리콜주 100ml,,,약제,,,"15,000",,657806581,,2019.11.12.,○,Χ
140,140,나누리수원병원,부스트릭스 프리필드시린지(글락소)-DTP백신,,,약제,,,"40,000",,650001960,,,○,Χ
141,141,나누리수원병원,Admission bag (입원물품셋트),,,기타,,,"25,000",,,,1EA,Χ,Χ
142,142,나누리수원병원,특실서양식,,,식대,,,"15,000",,,,1끼,Χ,Χ
143,143,나누리수원병원,특실보호자식사,,,식대,,,"10,000",,,,1끼,Χ,Χ
144,144,나누리수원병원,보호자 일반식/끼,,,식대,,,"6,000",,,,1끼,Χ,Χ
145,145,나누리수원병원,환의-하의,,,기타,,,"15,000",,,,1벌,Χ,Χ
146,146,나누리수원병원,환의 상의,,,기타,,,"15,000",,,,1벌,Χ,Χ
147,147,나누리수원병원,BMI) 히루니다제주 1500 IU,,,약제,,,"90,000",,654801740,,1EA,○,○
148,148,나누리수원병원,대한멸균생리식염수 10ml(실린지),,,약제,,,"1,100",,645104511,,1ea,○,○
149,149,나누리수원병원,Regenseal [601],,,치료재료,,,"1,000,000",,BM2601QQ,,,○,○
150,150,나누리수원병원,덱스메딘주,,,약제,,,"60,000",,657805981,,,○,○
151,151,나누리수원병원,비타민D주사 (디삼비타주),,,약제,,,"50,000",,651601930,,,○,○
152,152,나누리수원병원,멸균생리식염키트 90ml(대한),,,약제,,,"5,000",,645104391,,,○,○
153,153,나누리수원병원,말린다주(히알우로니다제),,,약제,,,"45,000",,653102550,,,○,○
154,154,나누리수원병원,인보사케이주,,,약제,,,"5,900,000",,051300011,,1ea,Χ,Χ
155,155,나누리수원병원,독감백신 스카이셀플루4가 (SK케미칼),,,약제,,,"15,000","30,000",,,,○,Χ
156,156,나누리수원병원,프리베나13주 성인용(폐렴구균 백신),,,약제,,,"150,000",,646500900,,1개,○,Χ
157,157,나누리수원병원,진단서-부본,,,복사료,,,"1,000",,,,1장,Χ,Χ
158,158,나누리수원병원,공무원연금장애진단서 후유장애,,,증명료,,,"3,500",,,,1장,Χ,Χ
159,159,나누리수원병원,장애진단서(정신적장애),,,증명료,,,"40,000",,,,1장,Χ,Χ
160,160,나누리수원병원,후유장애진단서(부본),,,증명료,,,"1,000",,,,1장,Χ,Χ
161,161,나누리수원병원,"각종증명서(부본)-진료확인서, 통원확인서, 수술확인서",,,증명료,,,"1,000",,,,1장,Χ,Χ
162,162,나누리수원병원,"구급차 사용료 부가요금(의사,간호사,응급구조사동승)",,,증명료,,,"10,000",,,,1회,Χ,Χ
163,163,나누리수원병원,장애진단서(신체적장애),,,증명료,,,"15,000",,,,1장,Χ,Χ
164,164,나누리수원병원,장기요양의사소견서(일반 20%),,,증명료,,,"7,306",,,,1장,Χ,Χ
165,165,나누리수원병원,사후처치,,,증명료,,,"10,000",,,,1장,Χ,Χ
166,166,나누리수원병원,DVD Copy,,,복사료,,,"20,000",,,,1개,Χ,Χ
167,167,나누리수원병원,영문진단서-부본,,,증명료,,,"1,000",,,,1장,Χ,Χ
168,168,나누리수원병원,영문진단서,,,증명료,,,"20,000",,,,1회,Χ,Χ
169,169,나누리수원병원,향후치료비추정서(천만원 초과),,,증명료,,,"100,000",,,,1장,Χ,Χ
170,170,나누리수원병원,Chart copy(초과1장당),,,복사료,,,100,,,,1장,Χ,Χ
171,171,나누리수원병원,Chart copy(기본5매까지),,,복사료,,,"1,000",,,,5장,Χ,Χ
172,172,나누리수원병원,CD  Copy (1장),,,복사료,,,"10,000",,,,1장,Χ,Χ
173,173,나누리수원병원,요양급여신청서용진단서(최초),,,증명료,,,"17,000",,,,1장,Χ,Χ
174,174,나누리수원병원,요양비청구서확인,,,증명료,,,"4,000",,,,1장,Χ,Χ
175,175,나누리수원병원,진료확인서(생명보험회사양식),,,증명료,,,"50,000",,,,1장,Χ,Χ
176,176,나누리수원병원,후유장애진단서,,,증명료,,,"100,000",,,,1장,Χ,Χ
177,177,나누리수원병원,국민연금장애진단서,,,증명료,,,"15,000",,,,1장,Χ,Χ
178,178,나누리수원병원,상해진단서(3주이상),,,증명료,,,"150,000",,,,1장,Χ,Χ
179,179,나누리수원병원,상해진단서(3주 미만),,,증명료,,,"100,000",,,,1장,Χ,Χ
180,180,나누리수원병원,상해진단서(부본),,,증명료,,,"1,000",,,,1장,Χ,Χ
181,181,나누리수원병원,수술확인서,,,증명료,,,"3,000",,,,1장,Χ,Χ
182,182,나누리수원병원,입퇴원확인서(추가 1부당),,,증명료,,,"1,000",,,,1장,Χ,Χ
183,183,나누리수원병원,진단서-부본,,,증명료,,,"1,000",,,,1장,Χ,Χ
184,184,나누리수원병원,진단서-기본 1부,,,증명료,,,"20,000",,,,1회,Χ,Χ
185,185,나누리수원병원,향후치료비추정서(천만원 미만),,,증명료,,,"50,000",,,,1장,Χ,Χ
186,186,나누리수원병원,심야)구급차 사용료 추가요금(10km초과 1km당),,,증명료,,,960,,AY111020,,10km초과 1km당,Χ,Χ
187,187,나누리수원병원,구급차 사용료 추가요금(10km초과 1km당),,,증명료,,,800,,AY111,,10km초과 1km당,Χ,Χ
188,188,나누리수원병원,심야)구급차 사용료 기본요금(10km이내),,,증명료,,,"24,000",,AY110020,,10km이내,Χ,Χ
210,210,안산21세기병원,232 애니탈 삼중정-비급여(성인1일/3회/2정씩),,,,,500,0,0,650201670,,,,
211,211,안산21세기병원,액티피드정 60mg(삼일)-비급여,,,,,100,0,0,643900900,,,,
212,212,안산21세기병원,리큐어 현탁액 20g/1포(대원제약),,,,,2500,0,0,671805330,,,,
213,213,안산21세기병원,233 베아제정(대웅)-비급여/1회1정 투여,,,,,250,0,0,641601460,,,,
214,214,안산21세기병원,삐콤정(유한),,,,,100,0,0,642100700,,,,
215,215,안산21세기병원,둘코락스에스정(비급여)-베링거,,,,,1000,0,0,653501140,,,,
216,216,안산21세기병원,트레스탄캅셀-삼진,,,,,1000,0,0,647802340,,,,
217,217,안산21세기병원,트라우밀 정,,,,,1500,0,0,651300320,,,,
218,218,안산21세기병원,(원내만 가능) 실덤스카겔 15g,,,,,45000,0,0,BM5001ZD,,,,
219,219,안산21세기병원,마데카솔케어연고(동국),,,,,15000,0,0,653401640,,,,
220,220,안산21세기병원,이지에프새살연고 10g,,,,,30000,0,0,641604660,,,,
221,221,안산21세기병원,쎄레스톤지 크림15g(유한),,,,,4000,0,0,647501480,,,,
222,222,안산21세기병원,오라메디연고10 g(동국),,,,,10000,0,0,653400790,,,,
223,223,안산21세기병원,(332)spongostan 70*50*10-존슨앤존슨,,,,,80000,0,0,650800260,,,,
224,224,안산21세기병원,프록토세딜 연고15g-1회용(한독),,,,,5000,0,0,652101560,,,,
225,225,안산21세기병원,(721)옴니스캔주 15ml-MRI,,,,,100000,0,0,646300051,,,,
226,226,안산21세기병원,슈프라민주 250ml-영양제,,,,,50000,0,0,비급여,,,,
227,227,안산21세기병원,아미닉 200Ml-(한올),,,,,100000,0,0,655602770,,,,
228,228,안산21세기병원,유박스 B 프로필드주-간염예방접종,,,,,20000,0,0,668900920,,,,
229,229,안산21세기병원,하브릭스 1ml(A형간염백신),,,,,80000,0,0,650001800,,,,
230,230,안산21세기병원,노자임캡슐-비급여,,,,,1400,0,0,659900010,,,,
231,231,안산21세기병원,에티피에스주,,,,,25000,0,0,645905980,,,,
232,232,안산21세기병원,독감인플루엔자 4가 0.5ml(SK),,,,,30000,0,0,644704380,,,,
233,233,안산21세기병원,훼렉스 주사,,,,,50000,0,0,622801630,,,,
234,234,안산21세기병원,MYDERM,,,,,2100000,0,0,BST01079,,,,
235,235,안산21세기병원,조스타박스주(대상포진생바이러스백신),,,,,200000,0,0,655500900,,,,
236,236,안산21세기병원,프리베나 주13 -폐렴예방접종,,,,,150000,0,0,646500430,,,,
237,237,안산21세기병원,Neo Dermal Activator-백암,,,,,35000,0,0,BM5002RQ,,,,
238,238,안산21세기병원,말린다주(히알루로니다제),,,,,50000,0,0,653102550,,,,
239,239,안산21세기병원,(112)덱스메딘주 2ml,,,,,65000,0,0,657805981,,,,
240,240,안산21세기병원,Cd Copy,,,,,10000,0,0,,,,,
241,241,안산21세기병원,체외충격파(양측),이학요법료,,,,80000,0,0,SZ084,,양측,,
242,242,안산21세기병원,장해진단서,,,,,100000,0,0,,,,,
243,243,안산21세기병원,병무용진단서,,,,,20000,0,0,,,,,
244,244,안산21세기병원,병무용진단서-사본,,,,,1000,0,0,,,,,
245,245,안산21세기병원,상해진단서3주미만,,,,,50000,0,100000,,,,,
246,246,안산21세기병원,상해진단서3주이상,,,,,100000,0,150000,,,,,
247,247,안산21세기병원,"소견조회 등 회신-자보,산재",,,,,10000,0,0,,,,,
248,248,안산21세기병원,진료기록부 사본 6매이상(1장당),,,,,100,0,0,,,,,
249,249,안산21세기병원,상해진단서-사본,,,,,1000,0,0,,,,,
250,250,안산21세기병원,진료확인서-수술확인서,,,,,3000,0,3000,,,,,
251,251,안산21세기병원,장애진단서,,,,,15000,0,0,,,,,
252,252,안산21세기병원,장애진단서-동사무소 청구용,,,,,15000,0,0,,,,,
253,253,안산21세기병원,입원확인서,,,,,1000,0,0,,,,,
254,254,안산21세기병원,향후치료비추정서1000만원이상,,,,,100000,0,0,,,,,
255,255,안산21세기병원,향후치료비추정서1000만원미만,,,,,50000,0,0,,,,,
256,256,안산21세기병원,보험사서식소견서,,,,,10000,0,0,,,,,
257,257,안산21세기병원,국민연금장애심사용 진단서,,,,,10000,0,15000,,,,,
258,258,안산21세기병원,통원확인서,,,,,1000,0,3000,,,,,
259,259,안산21세기병원,"입,퇴원확인서-사본",,,,,1000,0,0,,,,,
260,260,안산21세기병원,진료확인서,,,,,1000,0,0,,,,,
261,261,안산21세기병원,진료비상세내역 요청-보험회사(10장),,,,,10000,0,0,,,,,
262,262,안산21세기병원,진료비상세내역 요청-보험회사 10장이후 장당,,,,,1000,0,0,,,,,
263,263,안산21세기병원,소견조회 등 회신,,,,,10000,0,0,,,,,
264,264,안산21세기병원,수술확인서(사본),,,,,1000,0,0,,,,,
265,265,안산21세기병원,후유장애진단서,,,,,100000,0,0,,,,,
266,266,안산21세기병원,후유장애진단서-사본,,,,,1000,0,0,,,,,
267,267,안산21세기병원,근로능력평가용진단서,,,,,10000,0,0,,,,,
268,268,안산21세기병원,일반진단서(부본),,,,,1000,0,0,,,,,
269,269,안산21세기병원,일반진단서,,,,,10000,0,20000,,,,,
270,270,안산21세기병원,PRODISC-L-SM,,,,,7500000,0,0,BF0005AT,,,,
271,271,안산21세기병원,진료기록부 사본 1-5매(1장당),,,,,1000,0,0,,,,,
272,272,안산21세기병원,영문 소견서,,,,,20000,0,0,,,,,
273,273,안산21세기병원,영문진단서,,,,,20000,0,0,,,,,
274,274,안산21세기병원,영문진단서-사본,,,,,1000,0,0,,,,,
275,275,안산21세기병원,장해진단서 부본,,,,,50000,0,0,,,,,
276,276,안산21세기병원,진료확인서(부본)-보험회사제출용,,,,,1000,0,0,,,,,
277,277,안산21세기병원,"일반진단서(보험사서식,장애진단표기시)",,,,,50000,0,0,,,,,
278,278,안산21세기병원,일반구급차 기본요금 -10km이내,,,,,30000,0,0,,,,,
279,279,안산21세기병원,일반구급차 기본요금 -10km초과 1km당 추가,,,,,1000,0,0,,,,,
280,280,안산21세기병원,Discocerv-SM(최대2 level 인정),,,,,5500000,0,0,BF0001DB,,,,
281,281,안산21세기병원,Loop Fixing-SM,,,,,1320000,0,0,BF0001IA,,,,
282,282,안산21세기병원,PRODISC-C -SM(최대2 level 인정),,,,,5500000,0,0,BF0004AT,,,,
283,283,안산21세기병원,Baguera- C -GS,,,,,5500000,0,0,BF0003GZ,,,,
284,284,안산21세기병원,Prolotheraphy(P)-사지관절,,,,,100000,0,0,MY142,,,,
285,285,안산21세기병원,Xgen Graft 1cc-H-one,,,,,650000,0,0,BC0105ED,,,,
286,286,안산21세기병원,Xgen Graft 3cc -H-one,,,,,1400000,0,0,BC0105ED,,,,
287,287,안산21세기병원,플로실-DS 메드텍,,,,,750000,0,0,646601400,,,,
288,288,안산21세기병원,Intraspine-SM,,,,,3800000,0,0,BF0401WQ,,,,
289,289,안산21세기병원,BMAC 2-미라,,,,,3000000,0,0,BL6051UM,,,,
290,290,안산21세기병원,Hylofast- 미라,,,,,2000000,0,0,BL6052UM,,,,
291,291,안산21세기병원,도수운동치료(2부위),이학요법료,,,,70000,0,0,MX122,,,,
292,292,안산21세기병원,전기수술기용 전극KJ400.KJ401.KJ402.KJ403-SM,,,,,1600000,0,0,BF0201OB,,,,
293,293,안산21세기병원,Osteosparx C 3cc (DBM)-태산,,,,,1500000,0,0,BC0103IE,,,,
294,294,안산21세기병원,Bio Eden Peek Cage III-한시적,,,,,400000,0,0,한시적,,,,
295,295,안산21세기병원,Hibarry-유착방지제,,,,,900000,0,0,BF0101VT,,,,
296,296,안산21세기병원,Eden Fuse DBM 3cc-케이텍,,,,,1500000,0,0,BC0107ED,,,,
297,297,안산21세기병원,Needleview CH-SM,,,,,2800000,0,0,BJ4803XU,,,,
298,298,안산21세기병원,Dermabond,창상보합용액상접착제,,,,120000,0,0,BB3004EE,,,,
299,299,안산21세기병원,젠타큐(GENTA Q),,,,,550000,0,0,BM5302VT,,,,
300,300,안산21세기병원,Demios 2.5cc- DBM,,,,,1500000,0,0,BC0101KJ,,,,
301,301,안산21세기병원,Pd-An(KJ401)-SM,,,,,1600000,0,0,BF0201OB,,,,
302,302,안산21세기병원,Eden Spinal Fixation System II Rod,,,,,150000,0,0,한시적,,,,
303,303,안산21세기병원,Bio BMP2 1cc-심플메드,,,,,1600000,0,0,BC0301BU,,,,
304,304,안산21세기병원,Osteosparx C 1cc (DBM)-태산,,,,,700000,0,0,BC0103IE,,,,
305,305,안산21세기병원,환의(상하),,,,,16500,0,0,비급여,,,,
306,306,안산21세기병원,Diced Mega Fill - ES,,,,,200000,0,0,BTT01022,,,,
307,307,안산21세기병원,Demios 1cc- DBM,,,,,700000,0,0,BC0101KJ,,,,
308,308,안산21세기병원,Cartifill - 연골조직수복용(이건메디칼),,,,,2500000,0,0,BM2621RA,,,,
