,병원명,명칭,분류,소분류,중분류,중복컬럼_1,비용,최저비용,최고비용,코드,구분,특이사항,약제비포함여부,치료재료대포함여부
43,연세본사랑병원(舊.연세사랑병원),통원치료 확인서,,,,,제증명수수료,,,N,,,2017.09.21 적용,
44,연세본사랑병원(舊.연세사랑병원),CHART COPY/장당-보험회사자용,,,,,,,,N,,,600~800,N
45,연세본사랑병원(舊.연세사랑병원),CHART COPY/장당-보험회사자용,,,,,제증명수수료,,,N,,,,N
46,연세본사랑병원(舊.연세사랑병원),근로능력평가용 진단서,,,,,2019.2/20 변경,,,N,,,"10,000",N
47,연세본사랑병원(舊.연세사랑병원),근로능력평가용 진단서,,,,,제증명수수료,,,N,,,2019.2/20 변경,N
48,연세본사랑병원(舊.연세사랑병원),CHART COPY(1-5매),,,,,2017.09.21 적용,,,N,,,"1,000",
49,연세본사랑병원(舊.연세사랑병원),CHART COPY(1-5매),,,,,제증명수수료,,,N,,,2017.09.21 적용,
50,연세본사랑병원(舊.연세사랑병원),CHART COPY(6매이상)/매당,,,,,2017.09.21 적용,,,N,,,100,
51,연세본사랑병원(舊.연세사랑병원),CHART COPY(6매이상)/매당,,,,,제증명수수료,,,N,,,2017.09.21 적용,
52,연세본사랑병원(舊.연세사랑병원),트레스탄캅셀 삼진제약,,,,,,,,N,,,800,N
53,연세본사랑병원(舊.연세사랑병원),트레스탄캅셀 삼진제약,,,,,투약료,,,N,,,,N
54,연세본사랑병원(舊.연세사랑병원),에피니틴캅셀 알리코제약,,,,656002140,,,,N,,,400,
55,연세본사랑병원(舊.연세사랑병원),에피니틴캅셀 알리코제약,,,,656002140,투약료,,,N,,,,
56,연세본사랑병원(舊.연세사랑병원),콘투락투벡스겔 10g,,,,69950022,,,,N,,,"23,000",
57,연세본사랑병원(舊.연세사랑병원),콘투락투벡스겔 10g,,,,69950022,투약료,,,N,,,,
58,연세본사랑병원(舊.연세사랑병원),큐라스텐액 20ml/P(대원제약),,,,671805120,,,,N,,,"1,600",N
59,연세본사랑병원(舊.연세사랑병원),큐라스텐액 20ml/P(대원제약),,,,671805120,투약료,,,N,,,,N
60,연세본사랑병원(舊.연세사랑병원),콘투락투벡스겔 20g,,,,69950022,17.08.09 인상,,,N,,,"45,000",
61,연세본사랑병원(舊.연세사랑병원),콘투락투벡스겔 20g,,,,69950022,투약료,,,N,,,17.08.09 인상,
62,연세본사랑병원(舊.연세사랑병원),후시딘연고 10g(동화약품공업),,,,642703970,,,,N,,,"7,000",
63,연세본사랑병원(舊.연세사랑병원),후시딘연고 10g(동화약품공업),,,,642703970,투약료,,,N,,,,
64,연세본사랑병원(舊.연세사랑병원),이지에프새살연고10g(대웅제약),,,,641604660,,,,N,,,"23,000",
65,연세본사랑병원(舊.연세사랑병원),이지에프새살연고10g(대웅제약),,,,641604660,투약료,,,N,,,,
66,연세본사랑병원(舊.연세사랑병원),이지듀 MD 보습크림(85g),,,,,,,,N,,,"35,000",N
67,연세본사랑병원(舊.연세사랑병원),이지듀 MD 보습크림(85g),,,,,투약료,,,N,,,,N
68,연세본사랑병원(舊.연세사랑병원),액상 하이랙스주0.5ml 750IU,,,,654802110,,,,N,,,"55,000",
69,연세본사랑병원(舊.연세사랑병원),액상 하이랙스주0.5ml 750IU,,,,654802110,주사료,,,N,,,,
70,연세본사랑병원(舊.연세사랑병원),멸균주사침(Jrn-Filter18g/앰플용),,,,BM1301QM,,,,N,,,"1,000",N
71,연세본사랑병원(舊.연세사랑병원),멸균주사침(Jrn-Filter18g/앰플용),,,,BM1301QM,주사료,,,N,,,,N
72,연세본사랑병원(舊.연세사랑병원),에버라민 250ml(중외생명과학),,,,678900510,,,,N,,,"50,000",
73,연세본사랑병원(舊.연세사랑병원),에버라민 250ml(중외생명과학),,,,678900510,주사료,,,N,,,,
74,연세본사랑병원(舊.연세사랑병원),에취라제1500IU,,,,646801020,,,,N,,,"50,000",N
75,연세본사랑병원(舊.연세사랑병원),에취라제1500IU,,,,646801020,주사료,,,N,,,,N
76,연세본사랑병원(舊.연세사랑병원),조스타박스(Zostavax)주 녹십자,,,,,,,,N,,,"180,000",
77,연세본사랑병원(舊.연세사랑병원),조스타박스(Zostavax)주 녹십자,,,,,주사료,,,N,,,,
78,연세본사랑병원(舊.연세사랑병원),스카이조스터(Sky Zoster)주,,,,,,,,N,,,"160,000",N
79,연세본사랑병원(舊.연세사랑병원),스카이조스터(Sky Zoster)주,,,,,주사료,,,N,,,,N
80,연세본사랑병원(舊.연세사랑병원),프리베나13주 (한국화이자),,,,648902270,,,,N,,,"120,000",
81,연세본사랑병원(舊.연세사랑병원),프리베나13주 (한국화이자),,,,648902270,주사료,,,N,,,,
82,연세본사랑병원(舊.연세사랑병원),에티피에스주20mg(동광),,,,645905980,2019.02.01 부로 인상,,,N,,,"30,000",
83,연세본사랑병원(舊.연세사랑병원),에티피에스주20mg(동광),,,,645905980,주사료,,,N,,,2019.02.01 부로 인상,
84,연세본사랑병원(舊.연세사랑병원),푸르설타민(주) 녹십자-입원,,,,,,,,N,,,"50,000",
85,연세본사랑병원(舊.연세사랑병원),푸르설타민(주) 녹십자-입원,,,,,주사료,,,N,,,,
86,연세본사랑병원(舊.연세사랑병원),푸르비타플러스주(유영제약),,,,648202070,,,,N,,,"50,000",N
87,연세본사랑병원(舊.연세사랑병원),푸르비타플러스주(유영제약),,,,648202070,주사료,,,N,,,,N
88,연세본사랑병원(舊.연세사랑병원),비타디본주,,,,,,,,N,,,"50,000",
89,연세본사랑병원(舊.연세사랑병원),비타디본주,,,,,주사료,,,N,,,,
90,연세본사랑병원(舊.연세사랑병원),비엠하이디주,,,,654802250,,,,N,,,"50,000",N
91,연세본사랑병원(舊.연세사랑병원),비엠하이디주,,,,654802250,주사료,,,N,,,,N
92,연세본사랑병원(舊.연세사랑병원),멀티서플라이5주,,,,645104441,"2019.1,31~",,,N,,,"50,000",
93,연세본사랑병원(舊.연세사랑병원),멀티서플라이5주,,,,645104441,주사료,,,N,,,"2019.1,31~",
94,연세본사랑병원(舊.연세사랑병원),뉴트리헥스주100ml(대한약품),,,,,,,,N,,,"10,000",
95,연세본사랑병원(舊.연세사랑병원),뉴트리헥스주100ml(대한약품),,,,,주사료,,,N,,,,
96,연세본사랑병원(舊.연세사랑병원),데오에스베리벤에프주 2ml 우남,,,,645101150,,,,N,,,"4,000",
97,연세본사랑병원(舊.연세사랑병원),데오에스베리벤에프주 2ml 우남,,,,645101150,주사료,,,N,,,,
98,연세본사랑병원(舊.연세사랑병원),네포팜염산염주10mg 명문,,,,,,,,N,,,"7,000",
99,연세본사랑병원(舊.연세사랑병원),네포팜염산염주10mg 명문,,,,,주사료,,,N,,,,
100,연세본사랑병원(舊.연세사랑병원),파라세타몰주100ml,,,,650902021,,,,N,,,"25,000",N
101,연세본사랑병원(舊.연세사랑병원),파라세타몰주100ml,,,,650902021,주사료,,,N,,,,N
102,연세본사랑병원(舊.연세사랑병원),티슈젠(Tissuegen Acellular Dermis),,,,BTT01032,,,,N,,,"300,000",N
103,연세본사랑병원(舊.연세사랑병원),티슈젠(Tissuegen Acellular Dermis),,,,BTT01032,주사료,,,N,,,,N
104,연세본사랑병원(舊.연세사랑병원),하이디알주,,,,654802270,,,,N,,,"100,000",N
105,연세본사랑병원(舊.연세사랑병원),하이디알주,,,,654802270,주사료,,,N,,,,N
106,연세본사랑병원(舊.연세사랑병원),리젠씰(REGENSEAL),,,,,,,,N,,,"200,000",
107,연세본사랑병원(舊.연세사랑병원),리젠씰(REGENSEAL),,,,,주사료,,,N,,,,
108,연세본사랑병원(舊.연세사랑병원),하이배리 1.5ml,,,,BF0101VT,,,,N,,,BF0101VT,
109,연세본사랑병원(舊.연세사랑병원),하이배리 1.5ml,,,,BF0101VT,주사료,,,N,,,,
110,연세본사랑병원(舊.연세사랑병원),메가필 1cc(MEGAFILL ACELLULAR DERMIS 1CC),,,,BTT01022,19.4/15 인상,,,N,,,"300,000",N
111,연세본사랑병원(舊.연세사랑병원),메가필 1cc(MEGAFILL ACELLULAR DERMIS 1CC),,,,BTT01022,19.4/15 인상,,,N,,,,N
112,연세본사랑병원(舊.연세사랑병원),카티스템(CARTISTEM),,,,622900010,2019.03.26 인상,,,N,,,"8,000,000",
113,연세본사랑병원(舊.연세사랑병원),카티스템(CARTISTEM),,,,622900010,주사료,,,N,,,2019.03.26 인상,
114,연세본사랑병원(舊.연세사랑병원),모노퍼주(한국팜비오),,,,,,,,N,,,"95,000",
115,연세본사랑병원(舊.연세사랑병원),모노퍼주(한국팜비오),,,,,주사료,,,N,,,,
116,연세본사랑병원(舊.연세사랑병원),멀티트레이스주  대한뉴팜(주),,,,,,,,N,,,"50,000",N
117,연세본사랑병원(舊.연세사랑병원),멀티트레이스주  대한뉴팜(주),,,,,주사료,,,N,,,,N
118,연세본사랑병원(舊.연세사랑병원),삭센다펜주 6mg/ml 노보노디스크제약,,,,,,,,N,,,"140,000",N
119,연세본사랑병원(舊.연세사랑병원),삭센다펜주 6mg/ml 노보노디스크제약,,,,,주사료,,,N,,,,N
120,연세본사랑병원(舊.연세사랑병원),"SONO,INJ",,,,HZ161,,,,N,,,"30,000",
121,연세본사랑병원(舊.연세사랑병원),"SONO,INJ",,,,HZ161,주사료,,,N,,,,
122,연세본사랑병원(舊.연세사랑병원),콜트릭스 텐도리젠(Coltrix Tendoregen),,,,BM2601KQ,,,,N,,,"200,000",N
123,연세본사랑병원(舊.연세사랑병원),콜트릭스 텐도리젠(Coltrix Tendoregen),,,,BM2601KQ,주사료,,,N,,,,N
124,연세본사랑병원(舊.연세사랑병원),유박스비주(B형간염백신),,,,,,,,N,,,"20,000",N
125,연세본사랑병원(舊.연세사랑병원),유박스비주(B형간염백신),,,,,주사료,,,N,,,,N
126,연세본사랑병원(舊.연세사랑병원),아박심160U성인용주0.5ml(A형간염백신),,,,665900180,,,,N,,,"70,000",N
127,연세본사랑병원(舊.연세사랑병원),아박심160U성인용주0.5ml(A형간염백신),,,,665900180,주사료,,,N,,,,N
128,연세본사랑병원(舊.연세사랑병원),지씨플루쿼드리밸런트프리필드시린지주4가(녹십자),,,,643605130,,,,N,,,"30,000",N
129,연세본사랑병원(舊.연세사랑병원),지씨플루쿼드리밸런트프리필드시린지주4가(녹십자),,,,643605130,주사료,,,N,,,,N
130,연세본사랑병원(舊.연세사랑병원),셀리본큐,,,,BM2600VT,,,,N,,,"200,000",N
131,연세본사랑병원(舊.연세사랑병원),셀리본큐,,,,BM2600VT,주사료,,,N,,,,N
132,연세본사랑병원(舊.연세사랑병원),위너프페리주 502ml JW중외제약(주),,,,678900994,,,,N,,,"130,000",N
133,연세본사랑병원(舊.연세사랑병원),위너프페리주 502ml JW중외제약(주),,,,678900994,주사료,,,N,,,,N
134,연세본사랑병원(舊.연세사랑병원),콘쥬란,,,,,19.7/4 금액 변경,,,N,,,"150,000",N
135,연세본사랑병원(舊.연세사랑병원),콘쥬란,,,,,주사료,,,N,,,19.7/4 금액 변경,N
136,연세본사랑병원(舊.연세사랑병원),Anti-CCP,,,,,,,,N,,,"35,000",
137,연세본사랑병원(舊.연세사랑병원),Anti-CCP,,,,,검사료,,,N,,,,
138,연세본사랑병원(舊.연세사랑병원),진정내시경 환자관리료(위),,,,,,,,N,,,"50,000",N
139,연세본사랑병원(舊.연세사랑병원),진정내시경 환자관리료(위),,,,,검사료,,,N,,,,N
140,연세본사랑병원(舊.연세사랑병원),진정내시경 환자관리료(대장),,,,,,,,N,,,"70,000",N
141,연세본사랑병원(舊.연세사랑병원),진정내시경 환자관리료(대장),,,,,검사료,,,N,,,,N
142,연세본사랑병원(舊.연세사랑병원),"진정내시경 환자관리료(위,대장동시)",,,,,,,,N,,,"100,000",N
143,연세본사랑병원(舊.연세사랑병원),"진정내시경 환자관리료(위,대장동시)",,,,,검사료,,,N,,,,N
144,연세본사랑병원(舊.연세사랑병원),SONO(복부),,,,HZ161,고시 제2018-301호(행위) -2019.01/01 급여전환,,,N,,,"100,000",
145,연세본사랑병원(舊.연세사랑병원),SONO(복부),,,,HZ161,초음파,,,N,,,고시 제2018-301호(행위) -2019.01/01 급여전환,
146,연세본사랑병원(舊.연세사랑병원),SONO(근골격계/척추)편측,,,,HZ161,,,,N,,,"50,000",
147,연세본사랑병원(舊.연세사랑병원),SONO(근골격계/척추)편측,,,,HZ161,초음파,,,N,,,,
148,연세본사랑병원(舊.연세사랑병원),SONO-비뇨기계(신장),,,,HZ161,고시 제2019-10호(행위)-19.2/1 급여전환,,,N,,,"100,000",N
149,연세본사랑병원(舊.연세사랑병원),SONO-비뇨기계(신장),,,,HZ161,고시 제2019-10호(행위)-19.2/1 급여전환,,,N,,,,N
150,연세본사랑병원(舊.연세사랑병원),SONO(각 해당부위별 )편측,,,,,,,,N,,,"50,000",N
151,연세본사랑병원(舊.연세사랑병원),SONO(각 해당부위별 )편측,,,,,초음파,,,N,,,,N
152,연세본사랑병원(舊.연세사랑병원),Doppler(전부위당)편측,,,,,2019.02.01 인상~,,,N,,,"220,000",
153,연세본사랑병원(舊.연세사랑병원),Doppler(전부위당)편측,,,,,초음파,,,N,,,2019.02.01 인상~,
154,연세본사랑병원(舊.연세사랑병원),ECHO,,,,,2019.02.01 인상~,,,N,,,"160,000",
155,연세본사랑병원(舊.연세사랑병원),ECHO,,,,,초음파,,,N,,,2019.02.01 인상~,
156,연세본사랑병원(舊.연세사랑병원),DITI(전부위당) 편측,,,,,,,,N,,,"200,000",
157,연세본사랑병원(舊.연세사랑병원),DITI(전부위당) 편측,,,,,검사료,,,N,,,,
158,연세본사랑병원(舊.연세사랑병원),Bladder Scan을 이용한 방광 잔뇨량 측정 검사(1일당),,,,EZ754,19.9/1 일부로 급여로 전환,,,N,,,"30,000",N
159,연세본사랑병원(舊.연세사랑병원),Bladder Scan을 이용한 방광 잔뇨량 측정 검사(1일당),,,,EZ754,19.9/1 일부로 급여로 전환,,,N,,,,N
160,연세본사랑병원(舊.연세사랑병원),LMA Flexible(Su) Pvc(disposable),,,,BK4202QL,,,,N,,,BK4202QL,
161,연세본사랑병원(舊.연세사랑병원),LMA Flexible(Su) Pvc(disposable),,,,BK4202QL,마취료,,,N,,,,
162,연세본사랑병원(舊.연세사랑병원),Grip-Lok Urethane Film 등,,,,BJ1001JH,,,,N,,,BJ1001JH,
163,연세본사랑병원(舊.연세사랑병원),Grip-Lok Urethane Film 등,,,,BJ1001JH,마취료,,,N,,,,
164,연세본사랑병원(舊.연세사랑병원),I-GEL(LMA) Supraglottic Airway Sebs 전규격,,,,BK4202DC,,,,N,,,BK4202DC,
165,연세본사랑병원(舊.연세사랑병원),I-GEL(LMA) Supraglottic Airway Sebs 전규격,,,,BK4202DC,마취료,,,N,,,,
166,연세본사랑병원(舊.연세사랑병원),Tilting Table Ex,,,,MZ002,19.9/1 급여전환,,,N,,,"7,000",
167,연세본사랑병원(舊.연세사랑병원),Tilting Table Ex,,,,MZ002,재활및물리치료,,,N,,,19.9/1 급여전환,
168,연세본사랑병원(舊.연세사랑병원),도수치료(Manual Therapy)-관절5,,,,MX122,2017.10.23 신설,,,N,,,"50,000",N
169,연세본사랑병원(舊.연세사랑병원),도수치료(Manual Therapy)-관절5,,,,MX122,2017.10.23 신설,,,N,,,,N
170,연세본사랑병원(舊.연세사랑병원),도수치료(Manual Therapy)-관절10,,,,MX122,2017.10.23 신설,,,N,,,"100,000",N
171,연세본사랑병원(舊.연세사랑병원),도수치료(Manual Therapy)-관절10,,,,MX122,2017.10.23 신설,,,N,,,,N
172,연세본사랑병원(舊.연세사랑병원),도수치료(Manual Therapy)-척추7,,,,MX122,2017.10.23 신설,,,N,,,"70,000",
173,연세본사랑병원(舊.연세사랑병원),도수치료(Manual Therapy)-척추7,,,,MX122,재활및물리치료,,,N,,,2017.10.23 신설,
174,연세본사랑병원(舊.연세사랑병원),도수치료(Manual Therapy)-척추10,,,,MX122,2017.10.23 신설,,,N,,,"100,000",N
175,연세본사랑병원(舊.연세사랑병원),도수치료(Manual Therapy)-척추10,,,,MX122,2017.10.23 신설,,,N,,,,N
176,연세본사랑병원(舊.연세사랑병원),도수치료(Manual Therapy)-관절7,,,,MX122,,,,N,,,"70,000",N
177,연세본사랑병원(舊.연세사랑병원),도수치료(Manual Therapy)-관절7,,,,MX122,재활및물리치료,,,N,,,,N
178,연세본사랑병원(舊.연세사랑병원),신장분사치료-편측,,,,MZ007,,,,N,,,"10,000",
179,연세본사랑병원(舊.연세사랑병원),신장분사치료-편측,,,,MZ007,재활및물리치료,,,N,,,,
180,연세본사랑병원(舊.연세사랑병원),신장분사치료-양측,,,,MZ007,,,,N,,,"15,000",
181,연세본사랑병원(舊.연세사랑병원),신장분사치료-양측,,,,MZ007,재활및물리치료,,,N,,,,
182,연세본사랑병원(舊.연세사랑병원),신장분사치료-척추(부위당),,,,MZ007,,,,N,,,MZ007,
183,연세본사랑병원(舊.연세사랑병원),신장분사치료-척추(부위당),,,,MZ007,재활및물리치료,,,N,,,,
184,연세본사랑병원(舊.연세사랑병원),MRI(해당부위별) 편측,,,,,,,,N,,,"400,000",
185,연세본사랑병원(舊.연세사랑병원),MRI(해당부위별) 편측,,,,,영상진단료,,,N,,,,
186,연세본사랑병원(舊.연세사랑병원),MRI-Whole-Spine(부위당),,,,,,,,N,,,"550,000",
187,연세본사랑병원(舊.연세사랑병원),MRI-Whole-Spine(부위당),,,,,영상진단료,,,N,,,,
188,연세본사랑병원(舊.연세사랑병원),MRI-LIMITED(각해당부위별),,,,,,,,N,,,"300,000",
189,연세본사랑병원(舊.연세사랑병원),MRI-LIMITED(각해당부위별),,,,,영상진단료,,,N,,,,
190,연세본사랑병원(舊.연세사랑병원),MRI-LIMITED-Whole-Spine(부위당)),,,,,,,,N,,,"450,000",N
191,연세본사랑병원(舊.연세사랑병원),MRI-LIMITED-Whole-Spine(부위당)),,,,,영상진단료,,,N,,,,N
192,연세본사랑병원(舊.연세사랑병원),MRI-Post OP((각해당부위별)),,,,,,,,N,,,"300,000",N
193,연세본사랑병원(舊.연세사랑병원),MRI-Post OP((각해당부위별)),,,,,영상진단료,,,N,,,,N
194,연세본사랑병원(舊.연세사랑병원),MRI 조영제(부위당)추가,,,,,,,,N,,,"100,000",
195,연세본사랑병원(舊.연세사랑병원),MRI 조영제(부위당)추가,,,,,영상진단료,,,N,,,,
196,연세본사랑병원(舊.연세사랑병원),경피적 경막외강 신경성형술,,,,SZ634,,,,N,,,SZ634,
197,연세본사랑병원(舊.연세사랑병원),경피적 경막외강 신경성형술,,,,SZ634,처치 및 수술료,,,N,,,,
198,연세본사랑병원(舊.연세사랑병원),경피적 경막외강 신경성형술-추가 Level(레벨당),,,,SZ634,,,,N,,,SZ634,
199,연세본사랑병원(舊.연세사랑병원),경피적 경막외강 신경성형술-추가 Level(레벨당),,,,SZ634,처치 및 수술료,,,N,,,,
200,연세본사랑병원(舊.연세사랑병원),추간판내 고주파 열치료술(IDET),,,,SZ083,,,,N,,,"900,000",
201,연세본사랑병원(舊.연세사랑병원),추간판내 고주파 열치료술(IDET),,,,SZ083,처치 및 수술료,,,N,,,,
202,연세본사랑병원(舊.연세사랑병원),추간판내 고주파 열치료술(IDET)-추가 Level,,,,SZ083,,,,N,,,"500,000",
203,연세본사랑병원(舊.연세사랑병원),추간판내 고주파 열치료술(IDET)-추가 Level,,,,SZ083,처치 및 수술료,,,N,,,,
204,연세본사랑병원(舊.연세사랑병원),경피적 풍선확장 경막외강 신경성형,,,,SZ641,,,,N,,,"800,000",
205,연세본사랑병원(舊.연세사랑병원),경피적 풍선확장 경막외강 신경성형,,,,SZ641,처치 및 수술료,,,N,,,,
206,연세본사랑병원(舊.연세사랑병원),경피적 풍선확장 경막외강 신경성형-추가 Level(레벨당),,,,SZ641,,,,N,,,"400,000",
207,연세본사랑병원(舊.연세사랑병원),경피적 풍선확장 경막외강 신경성형-추가 Level(레벨당),,,,SZ641,처치 및 수술료,,,N,,,,
208,연세본사랑병원(舊.연세사랑병원),내시경적 경막외강 신경근성형술,,,,SZ631,,,,N,,,"900,000",
209,연세본사랑병원(舊.연세사랑병원),내시경적 경막외강 신경근성형술,,,,SZ631,처치 및 수술료,,,N,,,,
210,연세본사랑병원(舊.연세사랑병원),자가 골수 줄기세포 치료-연골결손,,,,SZ085,,,,N,,,"1,000,000",N
211,연세본사랑병원(舊.연세사랑병원),자가 골수 줄기세포 치료-연골결손,,,,SZ085,처치 및 수술료,,,N,,,,N
212,연세본사랑병원(舊.연세사랑병원),체외충격파치료(관절 및 기타 각 부위당)-편측,,,,SZ084,,,,N,,,"100,000",
213,연세본사랑병원(舊.연세사랑병원),체외충격파치료(관절 및 기타 각 부위당)-편측,,,,SZ084,처치 및 수술료,,,N,,,,
214,연세본사랑병원(舊.연세사랑병원),초음파 절삭기를 이용한 척추골 절제/절개술,,,,,신의료행위,,,N,,,"900,000",N
215,연세본사랑병원(舊.연세사랑병원),초음파 절삭기를 이용한 척추골 절제/절개술,,,,,처치 및 수술료,,,N,,,신의료행위,N
216,연세본사랑병원(舊.연세사랑병원),체외충격파치료[(전부위당)-마취하(편측),,,,SZ084,,,,N,,,"500,000",
217,연세본사랑병원(舊.연세사랑병원),체외충격파치료[(전부위당)-마취하(편측),,,,SZ084,처치 및 수술료,,,N,,,,
218,연세본사랑병원(舊.연세사랑병원),체외충격파치료(관절 및 기타 각 부위당)-양측,,,,SZ084,,,,N,,,"200,000",N
219,연세본사랑병원(舊.연세사랑병원),체외충격파치료(관절 및 기타 각 부위당)-양측,,,,SZ084,처치 및 수술료,,,N,,,,N
220,연세본사랑병원(舊.연세사랑병원),체외충격파치료(척추 전 부위당)-편측,,,,SZ084,,,,N,,,"100,000",N
221,연세본사랑병원(舊.연세사랑병원),체외충격파치료(척추 전 부위당)-편측,,,,SZ084,처치 및 수술료,,,N,,,,N
222,연세본사랑병원(舊.연세사랑병원),증식치료(Prolotherpy)-사지관절부위/1부위,,,,MY142,19.11.11 인상,,,N,,,"100,000",
223,연세본사랑병원(舊.연세사랑병원),증식치료(Prolotherpy)-사지관절부위/1부위,,,,MY142,처치 및 수술료,,,N,,,19.11.11 인상,
224,연세본사랑병원(舊.연세사랑병원),자가 혈소판 풍부 혈장 치료술(PRP)-주관절,,,,,보건복지부고시 제2019-243호(신의료기술),,,N,,,"200,000",
225,연세본사랑병원(舊.연세사랑병원),자가 혈소판 풍부 혈장 치료술(PRP)-주관절,,,,,처치 및 수술료,,,N,,,보건복지부고시 제2019-243호(신의료기술),
