,hspt_name,url,depth,text,date
2004,예스병원,http://www.yespine.co.kr/guide/page05.html?cate1=1&cate2=1,1,비급여 진료비 안내,200302
2080,예스병원,http://www.yespine.co.kr/member/nonpay.html?cate1=1&cate2=1,1,비급여진료비안내,200302
2084,대한민국정형외과병원,http://xn--vb0bjir1m4wkq9m1kcz50bnkb.kr/?page_id=768,1,비급여항목,200302
2102,참포도나무병원,https://www.champodonamu.com/info/info04.php,1,비급여안내,200302
2192,세흥병원,http://www.sehunghospital.co.kr/sub/treatment/treat05.php?menu=5,1,비급여진료비안내,200302
2242,세흥병원,http://www.sehunghospital.co.kr/sub/treatment/treat05.html?menu=5,1,비급여진료비안내,200302
2308,의료법인바른병원,http://www.0415599999.com/bbs/content.php?co_id=0106,1,비급여안내,200302
2367,휴병원,http://www.hu-hospital.co.kr/kr/index.php?pCode=nopayitem,1,비급여안내,200302
2388,휴병원,http://www.hu-hospital.co.kr/kr/?pCode=nopayitem,1,비급여안내,200302
2427,안강병원,http://www.ahnkang.com/bbs/content.php?id=i02,1,비급여항목,200302
2455,더블유병원,http://www.w-hospital.co.kr/front/guide/index.php?sn=04,1,선택진료·비급여진료비 안내,200302
2493,더블유병원,http://www.w-hospital.co.kr/front/guide/price.php?sn=04,1,비급여진료비 목록,200302
2643,평택21세기병원,http://www.pyeongtaek21.com/page/1_7.php,1,비급여공지,200302
2764,더열린병원,http://www.theopen-daegu.co.kr/doc/m_info4.php,1,비급여공지,200302
2836,힘내라병원,https://www.himnaera.co.kr/info/info06.html,1,비급여 진료비 고지,200302
2852,한미병원,http://www.hanmihospital.com/index.php?mid=certificate,1,증명서 발급/비급여 안내 ,200302
2919,서울제이에스병원,http://www.jscenter.co.kr/default/info/sub_4.php,1,비급여안내,200302
2974,메가병원,http://www.megahospital.co.kr/bbs/board.php?bo_table=n_03&wr_id=43,1,비급여고시[2019년10…,200302
2975,메가병원,http://www.megahospital.co.kr/bbs/board.php?bo_table=n_03&wr_id=42,1,비급여고시[2019년09…,200302
2976,메가병원,http://www.megahospital.co.kr/bbs/board.php?bo_table=n_03&wr_id=41,1,비급여고시[2019년04…,200302
2977,메가병원,http://www.megahospital.co.kr/bbs/board.php?bo_table=n_03&wr_id=40,1,비급여고시[2019년03…,200302
2978,메가병원,http://www.megahospital.co.kr/bbs/board.php?bo_table=n_03&wr_id=39,1,[비급여안내]20190201,200302
3063,평촌우리병원,https://www.woorijoint.com/begupyeo.php,1,비급여진료비안내,200302
3073,글로벌튼튼병원,http://www.djtntn.com/sub/sub2/sub_2_3.php,1,비급여안내,200302
3212,광명 새움병원,http://www.gmsaeum.com/bbs/board.php?bo_table=s0205,1,비급여항목리스트,200302
3229,연세나무병원,http://www.yonseinamu.net/guide/guide_04.php,1,비급여 안내,200302
3319,광주새우리병원,http://www.saewoori.com/sub03/sub0306-1.php,1,비급여수가안내,200302
3377,바른마디병원,http://www.barunjoint.com/information/index.php,1,비급여안내,200302
3470,더드림병원,http://www.the-dreamhospital.com/bbs/board.php?bo_table=sub02_03,1,비급여안내,200302
3516,안산튼튼병원,http://www.astntn.com/bbs/board.php?bo_table=sub02_06,1,비급여 안내,200302
3617,여수백병원,http://www.100hosp.co.kr/customer/price11.html?dep1=6&dep2=6-6,1,비급여고지,200302
3630,여수백병원,http://www.100hosp.co.kr/customer/price11.html?dep1=6&dep2=6-7,1,비급여고지,200302
3847,수성한미병원,http://www.hanmih.com/non_pay.php,1,비급여목록표,200302
3883,서울나우병원,https://www.nowmed.co.kr/hospital/html/expense?cate=01,1,비급여 진료비 안내,200302
4000,(本)본브릿지병원,http://www.bonbridgeos.com/jamsil/stepbystep/pay.html,1,비급여수가목록,200302
4074,박진영병원,http://www.jyphospital.com/member/nonpay.html,1,비급여안내,200302
4095,보광병원,http://www.bkhosp.co.kr/bbs/guide_4.php,1,제증명/비급여고지,200302
4122,새나래병원,http://www.starhosp.co.kr/bbs/board.php?bo_table=nonpayment,1,비급여고지,200302
4151,하이병원,http://www.hihospital.kr/bbs/board.php?bo_table=uninsured,1,비급여 안내,200302
4174,하이병원,http://www.hihospital.kr/content/?module=menu2.sub5,1,비급여 안내,200302
4197,서울바른세상병원,http://seoul.barunsesang.co.kr/index.php?idx=c5d12fb463a5ed/c5d143e385870a,1,비급여 안내,200302
4380,서울바른세상병원,http://seoul.barunsesang.co.kr/?idx=c5d12fb463a5ed/c5d143e385870a/c5da3c612a5afe,1,비급여진료안내,200302
4422,티케이정형외과의원,http://www.toptk.co.kr/info/nonpay.php,1,비급여진료비안내,200302
4461,고든병원,http://m.godeun.co.kr/content/content.asp?FolderName=sub02&filename=sub02_04,1,비급여진료안내,200302
4613,대전센텀병원,http://www.djcentum.com/sub05/view/id/21,1,"
공지사항
비급여 진료비 고지
의료법 제45조 및 동법 시행규칙 제42조 2에 의거...
2018-11-15
",200302
4626,세우리병원,http://www.sewoori.net/web/info/info_pay.html,1, 비급여수가 안내,200302
4715,의료법인 백천의료재단 바로본병원,http://barobone.kr/06_customer/customer04.html,1,비급여고시,200302
4826,연세한강병원,http://www.healthjoint.co.kr/index.php/html/14,1,비급여안내,200302
4884,허리편한 병원,http://www.good-spine.co.kr/?page_id=13189,1,비급여안내,200302
4905,메드렉스병원,http://www.medrex.kr/hospital/payment.php,1,비급여안내,200302
5008,천안우리병원,http://www.spinewoori.com/bbs/board.php?bo_table=nopay,1,비급여항목,200302
5023,최원호병원,http://www.cwhhospital.com/%eb%b9%84%ea%b8%89%ec%97%ac%ed%95%ad%eb%aa%a9-%ec%9d%bc%ec%a0%95%ed%91%9c/,1,비급여항목,200302
5085,효성시티병원,http://www.hshos.com/kr/index.php?pCode=nonpay,1,비급여진료안내,200302
5127,효성시티병원,http://www.hshos.com/kr/?pCode=nonpay,1,비급여수가안내,200302
5153,강남초이스정형외과병원,https://choicehospital.co.kr/guide/non-deductible.php,1,비급여안내,200302
5203,프라임병원,http://www.disc21.co.kr/doc/02inform/inform6.php,1,비급여안내,200302
5406,스마일본병원,http://www.smilebone.com/page/fee,1,비급여안내,200302
5514,남기세병원,http://www.namkise.co.kr/Front/Guide/NonHealth_L.asp,1,비급여안내,200302
5520,남기세병원,http://www.namkise.co.kr/Front/Guide/NonHealth_L.asp?gMnu1=212&gMnu2=21206,1,비급여안내,200302
5529,생생병원,http://www.saengsaenghospital.com/01_operation_guide/06uninsured.php,1,비급여 비용 안내,200302
5642,동탄시티병원,http://www.dtcityhospital.com/base/m7/sub01.php?com_board_basic=read_form&com_board_idx=130,1,비급여진료비안내,200302
5679,팔팔병원,https://88hospital.com/fee,1,비급여진료비,200302
5712,순천우리병원,http://www.scwoori.com/sub03/sub0306.php,1,비급여수가안내,200302
5843,연세무척나은병원,http://ysks.co.kr/home/homepage.php?homefile=sub_08_10.html,1,비급여 안내,200302
5866,강북우리들병원,http://www.gbwooridul.co.kr/bbs/board.php?bo_table=bu4,1,"
												비급여 진료내용											",200302
5891,서울스타병원,http://www.seoulstar.net/guide/salary,1,비급여안내,200302
6434,인천마디병원,http://www.incheonmadi.com/sub/sub02_06.php?cat_no=1,1,비급여안내,200302
6517,의료법인 토마스의료재단 안양윌스기념병원,https://anyspine.co.kr/hosp/hosp05.html,1,비급여 진료비 안내,200302
6689,모두병원,http://www.moduhosp.co.kr/content/content.asp?FolderName=guide&filename=guide05,1,비급여항목안내,200302
6782,세바른병원,http://bs.sebarun.com/006/005.php,1,비급여안내,200302
6819,양산제일병원,https://www.yangsancheilhospital.com/sub/payment_01.php,1,비급여항목 진료비,200302
6860,참병원,http://www.chamhp.com/info3,1,비급여안내,200302
6897,박원욱병원,http://www.parkspine.co.kr/bbs/content.php?co_id=sub04_03,1,-비급여 안내,200302
6925,박원욱병원,http://www.parkspine.co.kr/html/non-payment.php,1,비급여 안내,200302
6941,참바른병원,http://gsbarun.com/02_information/uninsured_info.php,1,비급여안내,200302
7011,서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info,1,비급여 안내,200302
7047,의료법인 성지의료재단 성지병원,https://sjmedi.co.kr/bbs/board.php?bo_table=non_payment&wr_id=2,1,비급여 안내,200302
7126,성모윌병원,http://www.stwill.co.kr/info/info06.html,1,비급여 안내,200302
7173,진주세란병원,http://www.jjseran.co.kr/medical.php,1,비급여진료비용고지,200302
7187,서재곤링커병원,http://www.linkerhospital.com/document/infor_5,1,비급여진료비안내,200302
7299,수병원,http://www.soo365.co.kr/withoutpay/,1,비급여안내,200302
7324,척편한병원,http://www.cphh.co.kr/sub/sub01_11.php,1,비급여 수가 안내,200302
7430,울들병원,http://www.wooldul.co.kr/guidance/guidance_05_01.php,1,비급여안내,200302
7538,든든한병원,http://www.15779177.co.kr/info/info05.html?cate1=1&cate2=1,1,비급여 안내,200302
7607,케이에스병원,http://www.kshospital.net/content/content.asp?FolderName=sub02&filename=sub02_06,1,비급여안내,200302
7710,플러스병원,http://www.himplus.co.kr/Module/Uninsured/Uninsured.asp,1,비급여고지,200302
7749,새길병원,http://www.sae-gil.com/page.php?hid=비급여 항목 공지&pageIndex=110109,1,비급여 항목 공지,200302
7828,새길병원,http://www.sae-gil.com/page.php?hid=비급여 항목 공지,1,- 비급여 항목 공지,200302
8088,선한병원,http://www.shhospital.co.kr/020501,1,비급여안내,200302
8183,서울척척신경외과의원,http://www.chukchukns.com/4_3.php,1,비급여항목,200302
8199,써지탑병원,http://www.surgetop.co.kr/page/page54,1,비급여진료비,200302
8205,써지탑병원,http://www.surgetop.co.kr/bbs_shop/read.htm?board_code=rwdboard&idx=832&cate_sub_idx=0,1,"

									써지탑병원 비급여 고지 안내																										
2019-04-19 ",200302
8232,의료법인명은의료재단 명은병원,http://www.samsung-care.com/skin/page/treat01.html,1,입·퇴원/비급여 안내,200302
8329,오케이병원,http://www.okayhospital.co.kr/home/homepage.php?homefile=s0605.html,1,비급여항목,200302
8446,천안센텀정형외과신경외과병원,http://www.centum100.co.kr/non_payment/page02.php,1,비급여비용,200302
8524,선수촌병원,http://www.sunsoochon.com/?page_mode=tab&depth=9&sub_depth=7,1,비급여진료비,200302
8552,솔병원,http://www.sol-hospital.co.kr/sub_02_05.html,1,비급여 수가,200302
8579,전주우리들병원,http://jeonju.wooridul.co.kr/?page_id=3247,1,비급여안내,200302
8591,동래우리들병원,http://dongrae.wooridul.co.kr/?page_id=3986,1,비급여안내,200302
8642,성모척관병원,http://www.spinejoint.co.kr/page_pbnO53,1,비급여비용안내,200302
8714,허&리병원,http://www.heoleehospital.com/sub.html?menu=24,1,비급여 항목,200302
8912,서울바른척도병원,http://www.chuckdo.com/medi/bigeubyeo1.htm,1,비급여안내,200302
8965,조인트힐병원,http://www.jointh.com/page/page86,1,비급여목록표,200302
8979,우리척병원,http://www.woorichuck.net/_kor/designer/skin/02/05.asp,1,비급여안내,200302
9042,연세프라임병원,http://primehospital.co.kr/52,1,"
비급여진료안내

",200302
9226,한양류마디병원,http://hyrmd.or.kr/sub.asp?dept_code=1004006&bbs_form=5&bbs_id=sub4_6,1,"

					비급여항목회람
					
",200302
9317,방병원,http://www.ysbang.net/kr/informationUse/unpaid.php,1,비급여목록,200302
9342,오정본병원,http://www.ojbonhospital.co.kr/intro/non/index.jsp,1,비급여항목,200302
9384,의료법인석경의료재단창원센텀병원,http://egoodh.co.kr/2014/index.php?midName=sogae&right=right9,1,비급여항목,200302
9460,추새로병원,http://www.xn--2o2bo5f70ds3hlnj.com/member/nonpay.html,1,비급여안내,200302
9471,가제트병원,http://www.gadgethosp.co.kr/user/board/lists/board_cd/payment,1,비급여항목,200302
9559,청라국제병원,http://www.jsjhospital.co.kr/cscenter/medical_info.php,1,비급여 진료공지,200302
9623,인천연세병원,http://www.icys.kr/bbs/board4,1,비급여수가표,200302
9712,365병원,http://www.masan365.co.kr/bbs/content.php?co_id=c190225103037,1,비급여항목 안내,200302
9747,광명21세기병원,http://www.gwangmyeong21.com/page/1_6.php,1,비급여공지,200302
9805,단디병원,http://dandihos.com/html/?pCode=43,1,비급여수가안내,200302
9827,가자연세병원,http://goyshospital.com/page.html?url=sub0104,1,비급여항목 안내,200302
9942,더조은병원,https://www.joeun4u.com/information/unpaid.jsp,1,비급여안내,200302
10021,연세광혜병원,http://www.ykspine.com/sub/menu/10492,1,비급여 안내,200302
10062,의료법인 한성재단 S서울병원,http://www.s-seoul.com/pages.php?code=sub0206,1,비급여 진료비용,200302
10202,의료법인 성지의료재단 제천성지병원,http://www.jcsjmedi.co.kr/bbs/board.php?bo_table=non_payment&wr_id=1,1,비급여 안내,200302
10273,강남병원,http://www.knmc.or.kr/board/bbs.list.php?B_GUBUN=A,1,비급여비용,200302
10310,의료법인정애의료재단서울초이스병원,https://www.drchois.co.kr/uninsuralist1,1,"
비급여 진료비 안내
",200302
10311,의료법인정애의료재단서울초이스병원,https://www.drchois.co.kr/uninsuralist2,1,"
비급여 약재 비용
",200302
10451,전주우리병원,http://www.jjwoori.co.kr/page/sub7_10,1,비급여항목안내,200302
10488,연세오케이정형외과의원,http://ysok.co.kr/bbs/board.php?bo_table=be,1,비급여,200302
10536,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06,1,비급여 진료비안내,200302
10569,서울석병원,http://www.seoulseokhospital.com/info/info04.html,1,비급여 안내,200302
10648,한사랑병원,http://www.hansarang7.com/expenses,1,비급여진료비용,200302
10669,서울우리병원,http://www.seoulwoori.net/infomation.html,1,서류발급/비급여안내,200302
10689,여수한국병원,http://www.yshankook.co.kr/Module/Uninsured/Uninsured.asp,1,비급여안내,200302
10852,척사랑병원,http://www.spinelove.com/etc/non-payment-item/,1,"
비급여항목
척사랑병원 비급여 진료비용을 고지합니다.
",200302
10870,세연마취통증의학과의원,http://www.pain119.co.kr/homepage.php?homefile=sub_01_12.html,1,비급여항목,200302
