,hspt_name,url,depth,text,date
3630,여수백병원,http://www.100hosp.co.kr/customer/price11.html?dep1=6&dep2=6-6,1,여수백병원/비급여고지,200318
3643,여수백병원,http://www.100hosp.co.kr/customer/price11.html?dep1=6&dep2=6-7,1,여수백병원/비급여고지,200318
3909,서울나우병원,https://www.nowmed.co.kr/hospital/html/expense?cate=01,1,서울나우병원/비급여 진료비 안내,200318
4027,(本)본브릿지병원,http://www.bonbridgeos.com/jamsil/stepbystep/pay.html,1,(本)본브릿지병원/비급여수가목록,200318
4101,박진영병원,http://www.jyphospital.com/member/nonpay.html,1,박진영병원/비급여안내,200318
4122,보광병원,http://www.bkhosp.co.kr/bbs/guide_4.php,1,보광병원/제증명/비급여고지,200318
4150,새나래병원,http://www.starhosp.co.kr/bbs/board.php?bo_table=nonpayment,1,새나래병원/비급여고지,200318
4179,하이병원,http://www.hihospital.kr/bbs/board.php?bo_table=uninsured,1,하이병원/비급여 안내,200318
4202,하이병원,http://www.hihospital.kr/content/?module=menu2.sub5,1,하이병원/비급여 안내,200318
4227,서울바른세상병원,http://seoul.barunsesang.co.kr/index.php?idx=c5d12fb463a5ed/c5d143e385870a,1,서울바른세상병원/비급여 안내,200318
4410,서울바른세상병원,http://seoul.barunsesang.co.kr/?idx=c5d12fb463a5ed/c5d143e385870a/c5da3c612a5afe,1,서울바른세상병원/비급여진료안내,200318
4420,고든병원,http://m.godeun.co.kr/content/content.asp?FolderName=sub02&filename=sub02_04,1,고든병원/비급여진료안내,200318
4577,대전센텀병원,http://www.djcentum.com/sub05/view/id/21,1,"대전센텀병원/
공지사항
비급여 진료비 고지
의료법 제45조 및 동법 시행규칙 제42조 2에 의거...
2018-11-15
",200318
4591,세우리병원,http://www.sewoori.net/web/info/info_pay.html,1,세우리병원/ 비급여수가 안내,200318
4778,연세한강병원,http://www.healthjoint.co.kr/index.php/html/14,1,연세한강병원/비급여안내,200318
4823,메드렉스병원,http://www.medrex.kr/hospital/payment.php,1,메드렉스병원/비급여안내,200318
4918,천안우리병원,http://www.spinewoori.com/bbs/board.php?bo_table=nopay,1,천안우리병원/비급여항목,200318
4934,최원호병원,http://www.cwhhospital.com/%eb%b9%84%ea%b8%89%ec%97%ac%ed%95%ad%eb%aa%a9-%ec%9d%bc%ec%a0%95%ed%91%9c/,1,최원호병원/비급여항목,200318
4996,효성시티병원,http://www.hshos.com/kr/index.php?pCode=nonpay,1,효성시티병원/비급여진료안내,200318
5038,효성시티병원,http://www.hshos.com/kr/?pCode=nonpay,1,효성시티병원/비급여수가안내,200318
5064,강남초이스정형외과병원,https://www.choicehospital.co.kr/guide/non-deductible.php,1,강남초이스정형외과병원/비급여안내,200318
5115,프라임병원,https://disc21.co.kr/doc/02inform/inform6.php,1,프라임병원/비급여안내,200318
5319,스마일본병원,http://www.smilebone.com/page/fee,1,스마일본병원/비급여안내,200318
5436,남기세병원,http://www.namkise.co.kr/Front/Guide/NonHealth_L.asp,1,남기세병원/비급여안내,200318
5456,남기세병원,http://www.namkise.co.kr/Front/Guide/NonHealth_L.asp?gMnu1=212&gMnu2=21206,1,남기세병원/비급여안내,200318
5560,팔팔병원,https://88hospital.com/fee,1,팔팔병원/비급여진료비,200318
5594,순천우리병원,http://www.scwoori.com/sub03/sub0306.php,1,순천우리병원/비급여수가안내,200318
5731,연세무척나은병원,http://ysks.co.kr/home/homepage.php?homefile=sub_08_10.html,1,연세무척나은병원/비급여 안내,200318
5754,강북우리들병원,http://www.gbwooridul.co.kr/bbs/board.php?bo_table=bu4,1,"강북우리들병원/
												비급여 진료내용											",200318
5904,양산제일병원,https://www.yangsancheilhospital.com/sub/payment_01.php,1,양산제일병원/비급여항목 진료비,200318
6051,웰튼병원,https://wellton.co.kr/public/member/uninsured.php,1,웰튼병원/비급여항목,200318
6060,참병원,http://www.chamhp.com/info3,1,참병원/비급여안내,200318
6100,박원욱병원,http://www.parkspine.co.kr/bbs/content.php?co_id=sub04_03,1,박원욱병원/-비급여 안내,200318
6130,박원욱병원,http://www.parkspine.co.kr/html/non-payment.php,1,박원욱병원/비급여 안내,200318
6169,인본병원,http://www.inbone.kr/consult/unpaid/index.jsp,1,인본병원/비급여안내,200318
6170,인본병원,http://www.inbone.kr/consult/unpaid2/index.jsp,1,인본병원/비급여안내,200318
6194,의료법인 성지의료재단 성지병원,https://sjmedi.co.kr/bbs/board.php?bo_table=non_payment&wr_id=2,1,의료법인 성지의료재단 성지병원/비급여 안내,200318
6268,성모윌병원,https://www.stmarywill.com/sub.php?sb_table=info_nonpayment,1,성모윌병원/비급여 안내,200318
6311,진주세란병원,http://www.jjseran.co.kr/medical.php,1,진주세란병원/비급여진료비용고지,200318
6318,서재곤링커병원,http://www.linkerhospital.com/document/info3,1,서재곤링커병원/비급여 진료비안내,200318
6404,수병원,http://www.soo365.co.kr/withoutpay/,1,수병원/비급여안내,200318
6432,척편한병원,http://www.cphh.co.kr/sub/sub01_11.php,1,척편한병원/비급여 수가 안내,200318
6536,울들병원,http://www.wooldul.co.kr/guidance/guidance_05_01.php,1,울들병원/비급여안내,200318
6618,케이에스병원,http://www.kshospital.net/content/content.asp?FolderName=sub02&filename=sub02_06,1,케이에스병원/비급여안내,200318
6693,의료법인한마음의료재단 여수제일병원,http://www.jeilhp.com/Module/Uninsured/Uninsured.asp,1,의료법인한마음의료재단 여수제일병원/비급여항목,200318
6777,플러스병원,http://www.himplus.co.kr/Module/Uninsured/Uninsured.asp,1,플러스병원/비급여안내,200318
6805,새길병원,http://www.sae-gil.com/page.php?hid=비급여 항목 공지&pageIndex=110109,1,새길병원/비급여 항목 공지,200318
6884,새길병원,http://www.sae-gil.com/page.php?hid=비급여 항목 공지,1,새길병원/- 비급여 항목 공지,200318
7148,선한병원,http://www.shhospital.co.kr/020501,1,선한병원/비급여안내,200318
7243,서울척척신경외과의원,http://www.chukchukns.com/4_3.php,1,서울척척신경외과의원/비급여항목,200318
7274,써지탑병원,http://www.surgetop.co.kr/page/page54,1,써지탑병원/비급여진료비,200318
7280,써지탑병원,http://www.surgetop.co.kr/bbs_shop/read.htm?board_code=rwdboard&idx=832&cate_sub_idx=0,1,"써지탑병원/

									써지탑병원 비급여 고지 안내																										
2019-04-19 ",200318
7386,오케이병원,http://www.okayhospital.co.kr/home/homepage.php?homefile=s0605.html,1,오케이병원/비급여항목,200318
7408,건누리병원,https://gunnoori.com/index.php?idx=info/ct_574b22fe4a19e,1,건누리병원/비급여안내,200318
7532,천안센텀정형외과신경외과병원,http://www.centum100.co.kr/non_payment/page02.php,1,천안센텀정형외과신경외과병원/비급여비용,200318
7610,선수촌병원,http://www.sunsoochon.com/?page_mode=tab&depth=9&sub_depth=7,1,선수촌병원/비급여진료비,200318
7643,솔병원,http://www.sol-hospital.co.kr/sub_02_05.html,1,솔병원/비급여 수가,200318
7672,전주우리들병원,http://jeonju.wooridul.co.kr/?page_id=3247,1,전주우리들병원/비급여안내,200318
7685,동래우리들병원,http://dongrae.wooridul.co.kr/?page_id=3986,1,동래우리들병원/비급여안내,200318
7709,탄탄병원,http://www.tthp.co.kr/s0604,1,"탄탄병원/
         비급여 진료안내        ",200318
7755,성모척관병원,http://www.spinejoint.co.kr/page_pbnO53,1,성모척관병원/비급여비용안내,200318
7815,본병원,http://www.bonehospital.co.kr/document/payment,1,본병원/비급여항목 안내,200318
7860,서울바른척도병원,http://www.chuckdo.com/medi/bigeubyeo1.htm,1,서울바른척도병원/비급여안내,200318
7913,조인트힐병원,http://www.jointh.com/page/page86,1,조인트힐병원/비급여목록표,200318
7927,우리척병원,http://www.woorichuck.net/_kor/designer/skin/02/05.asp,1,우리척병원/비급여안내,200318
7988,연세프라임병원,http://primehospital.co.kr/52,1,"연세프라임병원/
비급여진료안내

",200318
8171,한양류마디병원,http://hyrmd.or.kr/sub.asp?dept_code=1004006&bbs_form=5&bbs_id=sub4_6,1,"한양류마디병원/

					비급여항목회람
					
",200318
8264,방병원,http://www.ysbang.net/kr/informationUse/unpaid.php,1,방병원/비급여목록,200318
8289,오정본병원,http://www.ojbonhospital.co.kr/intro/non/index.jsp,1,오정본병원/비급여항목,200318
8345,의료법인석경의료재단창원센텀병원,http://egoodh.co.kr/2014/index.php?midName=sogae&right=right9,1,의료법인석경의료재단창원센텀병원/비급여항목,200318
8421,추새로병원,http://www.xn--2o2bo5f70ds3hlnj.com/member/nonpay.html,1,추새로병원/비급여안내,200318
8433,가제트병원,http://www.gadgethosp.co.kr/user/board/lists/board_cd/payment,1,가제트병원/비급여항목,200318
8496,인천연세병원,http://www.icys.kr/bbs/board4,1,인천연세병원/비급여수가표,200318
8595,365병원,http://www.masan365.co.kr/bbs/content.php?co_id=c190225103037,1,365병원/비급여항목 안내,200318
8642,광명21세기병원,http://www.gwangmyeong21.com/page/1_6.php,1,광명21세기병원/비급여공지,200318
8703,단디병원,http://dandihos.com/html/?pCode=43,1,단디병원/비급여수가안내,200318
8721,가자연세병원,http://goyshospital.com/page.html?url=sub0104,1,가자연세병원/비급여항목 안내,200318
8817,심정병원,http://www.shimjeong.co.kr/uninsured/,1,심정병원/비급여항목,200318
8840,더조은병원,https://www.joeun4u.com/information/unpaid.jsp,1,더조은병원/비급여안내,200318
8872,연세광혜병원,http://www.ykspine.com/sub/menu/10492,1,연세광혜병원/비급여 안내,200318
8916,의료법인 한성재단 S서울병원,http://www.s-seoul.com/pages.php?code=sub0206,1,의료법인 한성재단 S서울병원/비급여 진료비용,200318
9049,사랑플러스병원,http://www.sarang-plus.com/?id=Policy/Notpayfee,1,사랑플러스병원/비급여항목,200318
9072,의료법인 성지의료재단 제천성지병원,http://www.jcsjmedi.co.kr/bbs/board.php?bo_table=non_payment&wr_id=1,1,의료법인 성지의료재단 제천성지병원/비급여 안내,200318
9121,어울림병원,http://www.oulimhospital.com/sub/sub0501.php,1,어울림병원/비급여진료비,200318
9137,의료법인정애의료재단서울초이스병원,https://www.drchois.co.kr/uninsuralist1,1,의료법인정애의료재단서울초이스병원/ 비급여 진료비 안내 ,200318
9138,의료법인정애의료재단서울초이스병원,https://www.drchois.co.kr/uninsuralist2,1,의료법인정애의료재단서울초이스병원/ 비급여 약재 비용 ,200318
9279,전주우리병원,http://www.jjwoori.co.kr/page/sub7_10,1,전주우리병원/비급여항목안내,200318
9307,연세오케이정형외과의원,http://ysok.co.kr/bbs/board.php?bo_table=be,1,연세오케이정형외과의원/비급여,200318
9356,진주본병원,http://www.bon4567.co.kr/sub.asp?bct=05&mct=06,1,진주본병원/비급여 진료비안내,200318
9391,서울석병원,http://www.seoulseokhospital.com/info/info04.html,1,서울석병원/비급여 안내,200318
9472,한사랑병원,http://www.hansarang7.com/expenses,1,한사랑병원/비급여진료비용,200318
9488,여수한국병원,http://www.yshankook.co.kr/Module/Uninsured/Uninsured.asp,1,여수한국병원/비급여안내,200318
9531,의료법인 백산의료재단 K마디병원,https://www.kmadi.com/home/info/2092,1,의료법인 백산의료재단 K마디병원/비급여 항목,200318
9573,척사랑병원,http://www.spinelove.com/etc/non-payment-item/,1,"척사랑병원/
비급여항목
척사랑병원 비급여 진료비용을 고지합니다.
",200318
9591,세연마취통증의학과의원,http://www.pain119.co.kr/home/homepage.php?homefile=sub_01_12.html,1,세연마취통증의학과의원/비급여항목,200318
